KOI Name,NExScI Disposition,Kepler Name,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count,Transit Number
K02456.01,FALSE POSITIVE,,18.13559979,138.31557,2454971.316,1.194,2.019,452.7,0.21600000000000003,0.22938000000000003,24.49,0.14,85.68,744.0,72.36,15.86,0.319,0.302,0.0,0.0,6184.0,4.448,-0.06,1.038,1.1,5.151,14.04,16.4,1,78
K03030.01,FALSE POSITIVE,,7.19552624,136.03008,2454969.03,0.593,4.095,214.6,0.013999999999999999,0.49509,1.67,0.077,86.93,1037.0,273.05,11.07,0.32899999999999996,0.302,0.0,0.0,6242.0,4.4319999999999995,0.07,1.093,1.178,4.488,13.235999999999999,15.6,1,159
K01838.01,CONFIRMED,Kepler-970 b,16.7364755,143.13606000000001,2454976.136,0.9,2.151,1147.0,0.038,1.97039,2.73,0.111,88.32,464.0,10.99,30.8,0.6659999999999999,0.085,0.0,0.0,4334.0,4.618,-0.06,0.653,0.6459999999999999,9.908999999999999,36.204,9.9,1,80
K01677.01,CONFIRMED,Kepler-926 b,52.069002000000005,178.15525,2455011.155,0.275,3.0089,558.3,0.021,15.347529999999999,2.92,0.27399999999999997,89.88,524.0,17.76,130.1,0.478,0.21899999999999997,0.0,0.0,5565.0,4.251,0.32,1.246,1.008,7.282,21.926,25.6,2,24
K01678.01,FALSE POSITIVE,,3.183961388,132.865355,2454965.865,0.677,3.7875,39268.0,0.19399999999999998,0.48355,37.22,0.043,83.9,1615.0,1608.01,6.375,0.387,0.271,0.0,0.0,5716.0,3.963,-0.1,1.76,1.0390000000000001,370.61300000000006,2804.6659999999997,339.2,1,209
K06592.01,FALSE POSITIVE,,1.51945182,132.5975,2454965.598,0.599,2.95,13.7,0.004,0.28219,0.5,0.027000000000000003,79.39,1901.0,3080.82,3.25,0.32,0.305,0.0,0.0,6168.0,4.25,0.02,1.307,1.105,3.582,8.267999999999999,9.6,1,885
K07732.01,FALSE POSITIVE,,0.759768478,131.78573,2454964.786,0.583,2.824,57.4,0.006999999999999999,0.20786,0.64,0.016,71.66,1737.0,2149.06,1.851,0.442,0.24,0.0,0.0,5481.0,4.574,-0.06,0.815,0.914,4.0680000000000005,9.62,12.9,1,1762
K06593.01,FALSE POSITIVE,,0.759755409,131.79602,2454964.796,0.455,2.734,70.0,0.008,0.27536,0.91,0.017,77.07,2121.0,4773.08,2.033,0.373,0.28300000000000003,0.0,0.0,6090.0,4.447,0.21,1.071,1.173,4.072,12.889000000000001,15.9,1,1495
K01679.01,FALSE POSITIVE,,0.7597664559999999,131.7904,2454964.79,1.238,5.3229999999999995,480.5,0.259,0.06735,29.02,0.017,13.26,2128.0,4850.1,1.271,0.319,0.302,0.0,0.0,6174.0,4.455,-0.08,1.026,1.09,4.462,19.871,73.0,1,1761
K02518.01,FALSE POSITIVE,,0.7597620209999999,131.79506,2454964.795,1.183,4.912,227.0,0.19699999999999998,0.05782,24.2,0.017,11.71,2280.0,6419.35,1.208,0.295,0.31,0.0,0.0,6386.0,4.402,-0.08,1.123,1.161,3.511,21.57,65.3,1,1764
K04067.01,CANDIDATE,,9.6887216,131.8295,2454964.829,0.11800000000000001,2.0,655.5,0.024,10.74611,3.09,0.094,89.82,1014.0,250.25,37.64,0.295,0.31,0.0,0.0,6457.0,4.3580000000000005,-0.06,1.196,1.19,6.1370000000000005,13.504000000000001,18.1,1,10
K06594.01,FALSE POSITIVE,,5.082523739,132.96141219999998,2454965.961,0.26899999999999996,5.04732,276277.0,0.495,1.0701,61.88,0.059000000000000004,88.64,1266.0,606.33,11.347999999999999,0.28600000000000003,0.312,0.0,0.0,6507.0,4.343,-0.38,1.145,1.0490000000000002,3478.171,20876.672,5286.2,1,0
K01680.01,FALSE POSITIVE,,5.0825188,132.95792,2454965.958,0.522,3.3280000000000003,105.0,0.01,0.75634,0.88,0.055999999999999994,87.04,968.0,207.45,10.11,0.386,0.271,0.0,0.0,5706.0,4.561,-0.18,0.8340000000000001,0.93,4.906000000000001,14.62,17.1,1,262
K00837.01,CONFIRMED,Kepler-240 c,7.953547,174.66224,2455007.662,0.3,2.6312,875.4,0.026000000000000002,3.48717,2.25,0.071,89.24,696.0,55.37,22.68,0.638,0.102,0.0,0.0,4768.0,4.5360000000000005,0.18,0.779,0.759,5.372000000000001,31.888,38.4,2,166
K00837.02,CONFIRMED,Kepler-240 b,4.14451656,135.92831,2454968.9280000003,0.004,2.3421,391.8,0.017,2.87358,1.48,0.046,89.99,864.0,132.08,13.767000000000001,0.638,0.102,0.0,0.0,4768.0,4.5360000000000005,0.18,0.779,0.759,4.527,18.549,22.8,2,316
K00647.01,CONFIRMED,Kepler-634 b,5.16949729,170.31339,2455003.313,0.235,4.5122,210.6,0.013000000000000001,0.45813000000000004,2.06,0.057999999999999996,88.44,1309.0,694.3200000000002,8.65,0.335,0.295,0.0,0.0,6011.0,4.123,-0.3,1.409,0.963,5.8660000000000005,49.772,66.2,2,265
K00647.02,CANDIDATE,,8.1134681,132.8253,2454965.825,0.45399999999999996,4.961,40.5,0.006,0.40808,0.92,0.078,87.69,1127.0,381.27,11.24,0.335,0.295,0.0,0.0,6011.0,4.123,-0.3,1.409,0.963,4.35,8.437000000000001,10.5,2,150
K01681.01,CANDIDATE,,6.93910337,138.33927,2454971.339,0.966,2.977,614.7,0.031,0.10779000000000001,1.41,0.055,81.45,445.0,9.28,6.5,0.29,0.406,0.0,0.0,3638.0,4.843999999999999,-0.14,0.42,0.45,4.527,18.381,22.9,4,196
K01681.02,FALSE POSITIVE,,1.992812339,131.70565,2454964.706,1.127,2.066,314.8,0.149,0.036489999999999995,6.81,0.024,55.11,675.0,48.82,1.9709999999999999,0.29,0.406,0.0,0.0,3638.0,4.843999999999999,-0.14,0.42,0.45,4.37,12.936,16.8,4,643
K01681.03,CANDIDATE,,3.53105835,134.3171,2454967.317,1.213,1.778,310.8,0.231,0.06295,10.61,0.035,69.5,558.0,22.83,3.46,0.29,0.406,0.0,0.0,3638.0,4.843999999999999,-0.14,0.42,0.45,2.656,7.645,11.7,4,336
K01681.04,CANDIDATE,,21.9139549,148.52143999999998,2454981.5209999997,1.2,3.2710000000000004,584.4,0.22699999999999998,0.09017,10.39,0.11699999999999999,84.78,303.0,2.01,13.18,0.29,0.406,0.0,0.0,3638.0,4.843999999999999,-0.14,0.42,0.45,3.279,7.972,11.8,4,59
K06595.01,FALSE POSITIVE,,1.02547271,131.6002,2454964.6,0.6509999999999999,1.996,27.0,0.005,0.53987,0.94,0.022000000000000002,77.91,2657.0,11800.82,3.11,0.27399999999999997,0.319,0.0,0.0,6862.0,4.114,-0.14,1.712,1.395,4.271,10.435,10.9,1,1181
K06596.01,FALSE POSITIVE,,1.0254659240000001,131.6091403,2454964.609,0.88,3.71841,152685.0,0.52,0.41631,106.84,0.022000000000000002,72.01,2710.0,12744.17,2.85,0.27399999999999997,0.319,0.0,0.0,6700.0,4.041,-0.08,1.883,1.4240000000000002,268.569,2188.515,1120.8,1,656
K00838.01,FALSE POSITIVE,,4.859386384,173.011469,2455006.011,1.2590000000000001,2.2757,6044.3,0.355,0.4563,38.33,0.057,81.27,1114.0,364.23,8.29,0.35100000000000003,0.289,0.0,0.0,6072.0,4.47,-0.1,0.988,1.05,30.703000000000003,300.96299999999997,269.7,1,273
K02332.01,CANDIDATE,,3.70063251,133.16065,2454966.161,0.71,5.4079999999999995,68.6,0.008,0.07759,1.24,0.045,79.31,1329.0,737.02,3.83,0.455,0.233,0.0,0.0,5423.0,4.105,0.08,1.4040000000000001,0.915,4.709,22.711,29.8,1,362
K03557.01,FALSE POSITIVE,,243.82122131,159.4958018,2454992.496,1.0290000000000001,10.9312,56799.3,0.39399999999999996,1.3098100000000001,56.63,0.7809999999999999,89.63,365.0,4.18,160.26,0.31,0.304,0.0,0.0,6370.0,4.228,-0.26,1.3159999999999998,1.064,1158.375,2228.4629999999997,2804.3,1,6
K06597.01,FALSE POSITIVE,,74.985292949,146.1390004,2454979.139,0.987,6.23451,105346.0,0.495,3.7021,49.22,0.348,89.45,425.0,7.69,103.24,0.345,0.292,0.0,0.0,5955.0,4.52,-0.16,0.91,0.9990000000000001,798.6519999999999,2895.617,1754.8,1,20
K03865.01,FALSE POSITIVE,,3.255189932,134.6015,2454967.601,0.447,2.7117,119.2,0.01,1.03424,1.39,0.043,86.93,1390.0,880.52,8.34,0.396,0.268,0.0,0.0,5807.0,4.23,-0.02,1.256,0.977,5.562,27.807,38.3,1,414
K01590.01,CANDIDATE,,12.89006728,201.22988999999998,2455034.23,0.08199999999999999,3.555,602.5,0.022000000000000002,2.55702,1.93,0.099,89.83,620.0,34.99,28.21,0.5820000000000001,0.145,0.0,0.0,4915.0,4.512,0.16,0.812,0.7809999999999999,5.142,18.730999999999998,23.6,3,82
K01590.02,CANDIDATE,,2.35574505,177.88824,2455010.8880000003,0.5,1.796,266.9,0.015,2.3873,1.34,0.032,86.77,1093.0,338.4,8.88,0.5820000000000001,0.145,0.0,0.0,4915.0,4.512,0.16,0.812,0.7809999999999999,3.8480000000000003,13.413,17.0,3,421
K01590.03,CANDIDATE,,4.74666128,134.63783999999998,2454967.6380000003,0.441,2.093,256.8,0.015,3.3387800000000003,1.3,0.051,88.4,865.0,132.4,15.84,0.5820000000000001,0.145,0.0,0.0,4915.0,4.512,0.16,0.812,0.7809999999999999,3.2110000000000003,9.562999999999999,12.5,3,192
K02501.01,FALSE POSITIVE,,4.76887671,132.09888,2454965.099,0.654,1.672,115.8,0.01,3.95114,2.11,0.057,87.77,1532.0,1303.61,16.81,0.335,0.295,0.0,0.0,6063.0,3.926,-0.36,1.855,1.058,3.378,16.128,20.0,1,225
K03226.01,CANDIDATE,,4.29388808,133.51002,2454966.51,0.272,3.6180000000000003,110.6,0.01,0.70815,1.68,0.057,88.24,1532.0,1302.16,8.84,0.295,0.313,0.0,0.0,6615.0,4.173,0.04,1.574,1.3430000000000002,3.342,14.45,17.9,2,249
K03226.02,CANDIDATE,,6.93650854,133.98309,2454966.983,0.331,3.674,88.7,0.009000000000000001,1.0236100000000001,1.51,0.079,88.62,1305.0,687.21,13.76,0.295,0.313,0.0,0.0,6615.0,4.173,0.04,1.574,1.3430000000000002,3.245,8.556000000000001,11.3,2,143
K02499.01,FALSE POSITIVE,,7.57571414,138.2166,2454971.2169999997,0.413,2.3569999999999998,418.5,0.019,3.95146,2.45,0.081,88.97,1075.0,315.8,22.89,0.3,0.314,0.0,0.0,6418.0,4.395,0.07,1.171,1.2409999999999999,3.4930000000000003,11.577,12.8,1,68
K02452.01,FALSE POSITIVE,,4.35370136,134.09426000000002,2454967.094,0.535,1.913,168.9,0.012,3.33955,1.33,0.05,87.95,1179.0,456.83,14.96,0.324,0.298,0.0,0.0,5992.0,4.382,-0.52,0.985,0.852,4.213,12.767999999999999,12.2,1,243
K03797.01,FALSE POSITIVE,,7.50023955,137.38848000000002,2454970.3880000003,1.194,2.9160000000000004,273.2,0.21,0.02282,21.06,0.075,72.99,901.0,155.6,4.08,0.40399999999999997,0.262,0.0,0.0,5849.0,4.5169999999999995,-0.02,0.919,1.014,21.285999999999998,33.802,29.0,1,143
K02587.01,CONFIRMED,Kepler-1283 b,12.9462567,139.4165,2454972.4159999997,0.109,9.568,168.7,0.012,0.12755999999999998,1.13,0.106,89.4,764.0,80.34,10.415999999999999,0.324,0.298,0.0,0.0,6058.0,4.54,-0.4,0.867,0.95,4.112,13.312000000000001,15.7,1,80
K02160.01,CONFIRMED,Kepler-1125 b,17.670029100000004,131.60103,2454964.601,0.932,6.693,348.4,0.021,0.037000000000000005,2.89,0.135,83.69,778.0,86.37,8.48,0.419,0.256,0.0,0.0,5795.0,4.265,0.16,1.247,1.042,4.521,19.352,25.0,2,61
K00224.01,FALSE POSITIVE,,3.979867514,132.071233,2454965.071,1.216,2.3607,907.6,0.249,0.06913,26.5,0.05,71.67,1173.0,446.89,3.87,0.35100000000000003,0.289,0.0,0.0,6032.0,4.485,-0.06,0.973,1.055,8.755,54.966,65.2,1,269
K04154.02,FALSE POSITIVE,,122.906853,195.9104,2455028.91,0.9740000000000001,15.97,819.7,0.038,0.01172,3.55,0.478,87.35,338.0,3.08,21.1,0.40399999999999997,0.262,0.0,0.0,5692.0,4.547,-0.04,0.866,0.965,10.045,21.024,19.9,2,12
K05178.01,CONFIRMED,Kepler-1626 b,4.13960513,134.04705,2454967.047,0.344,3.31,106.7,0.01,0.8298,1.24,0.054000000000000006,87.83,1352.0,789.48,9.09,0.295,0.31,0.0,0.0,6535.0,4.373,-0.1,1.181,1.202,4.524,11.427,11.6,1,327
K03989.01,FALSE POSITIVE,,1.204529346,131.93613,2454964.9359999998,0.38299999999999995,1.62,86.9,0.009000000000000001,1.98632,1.4,0.021,85.89,1968.0,3561.16,5.34,0.51,0.19699999999999998,0.0,0.0,5340.0,4.046,0.06,1.504,0.917,3.51,14.232000000000001,11.1,1,1108
K03119.01,CANDIDATE,,2.184437698,133.67492,2454966.675,0.035,1.0422,1546.8,0.034,18.01965,0.94,0.02,89.88,529.0,18.41,16.56,0.3,0.408,0.0,0.0,3421.0,5.013999999999999,-0.34,0.25,0.23600000000000002,3.6910000000000003,16.27,19.7,1,351
K04495.01,CANDIDATE,,5.93218209,135.63378,2454968.634,0.09699999999999999,4.507,205.3,0.013000000000000001,0.56321,1.39,0.065,89.46,1000.0,235.68,10.16,0.41,0.26,0.0,0.0,5843.0,4.474,0.08,0.977,1.036,3.608,11.289000000000001,14.9,1,192
K06599.01,FALSE POSITIVE,,25.762056721,139.7346639,2454972.735,0.445,14.8694,447716.0,0.6679999999999999,0.27537,74.87,0.168,88.8,604.0,31.48,21.298000000000002,0.469,0.22399999999999998,0.0,0.0,5539.0,4.393,0.21,1.0270000000000001,0.95,4052.4159999999997,21190.112999999998,3469.5,1,0
K01575.01,FALSE POSITIVE,,24.3282251,141.05149,2454974.051,4.426,6.1579999999999995,1120.6,3.452,0.10912999999999999,294.02,0.157,72.91,520.0,17.33,15.06,0.49700000000000005,0.204,0.0,0.0,5286.0,4.59,-0.06,0.78,0.872,7.781000000000001,24.035,26.4,1,56
K03377.01,CANDIDATE,,10.010031199999998,131.61434,2454964.614,0.07,1.35,375.8,0.018000000000000002,35.95763,0.99,0.07200000000000001,89.93,506.0,15.56,57.54,0.45,0.24,0.0,0.0,4338.0,4.731,-1.04,0.508,0.507,3.4789999999999996,10.548,12.4,1,131
K03223.01,FALSE POSITIVE,,0.962825082,132.21375,2454965.214,0.08800000000000001,2.8464,118.1,0.01,0.38693,5.18,0.022000000000000002,88.11,3265.0,26811.24,2.667,0.556,0.17,0.0,0.0,4898.0,3.2119999999999997,0.07,4.928,1.443,4.013999999999999,16.204,40.7,1,1400
K06013.01,FALSE POSITIVE,,12.424430599999999,141.64700000000002,2454974.647,0.98,26.15,214.1,0.018000000000000002,0.00035,1.59,0.1,46.31,714.0,61.31,1.419,0.35600000000000004,0.28600000000000003,0.0,0.0,5761.0,4.581,-0.4,0.7909999999999999,0.8809999999999999,4.215,11.390999999999998,15.5,1,96
K01571.01,FALSE POSITIVE,,2.92878704,356.28699,2455189.287,1.212,4.6339999999999995,549.4,0.23600000000000002,0.01067,22.76,0.04,44.23,1239.0,556.77,1.6909999999999998,0.345,0.292,0.0,0.0,5955.0,4.534,-0.24,0.883,0.972,6.0729999999999995,32.339,47.7,1,387
K04660.01,FALSE POSITIVE,,0.514771509,131.94435,2454964.944,0.222,1.256,43.4,0.006,2.19652,0.57,0.012,85.94,2113.0,4749.21,3.134,0.39299999999999996,0.268,0.0,0.0,5730.0,4.545,-0.06,0.87,0.968,3.19,9.707,12.0,1,2592
K03879.01,FALSE POSITIVE,,0.8677192909999999,132.165597,2454965.1659999997,1.27,6.3229999999999995,2651.8,0.32799999999999996,0.06263000000000002,37.79,0.018000000000000002,20.52,2106.0,4662.2,1.3559999999999999,0.315,0.303,0.0,0.0,6220.0,4.398,-0.22,1.056,1.013,60.611999999999995,467.779,157.1,1,1545
K03819.01,FALSE POSITIVE,,0.867721348,132.161646,2454965.162,0.987,4.8783,97653.0,0.48100000000000004,0.17734,67.0,0.017,59.04,2089.0,4487.7,1.9180000000000001,0.455,0.233,0.0,0.0,5510.0,4.186,0.08,1.276,0.9109999999999999,260.192,2868.123,587.9,1,897
K01621.01,CONFIRMED,Kepler-911 b,20.31047472,146.82533999999998,2454979.825,0.05,5.3357,164.6,0.012,1.16428,2.41,0.155,89.9,931.0,177.81,29.39,0.353,0.29,0.0,0.0,6065.0,3.97,0.0,1.8769999999999998,1.197,7.24,32.231,46.1,1,67
K02664.01,CONFIRMED,Kepler-1309 b,28.8431751,143.82307,2454976.8230000003,0.9129999999999999,3.1710000000000003,756.7,0.031,0.83649,2.66,0.168,88.43,491.0,13.77,33.3,0.49,0.207,0.0,0.0,5151.0,4.5280000000000005,-0.16,0.785,0.758,4.41,13.138,15.0,1,44
K00608.01,FALSE POSITIVE,,25.33709016,192.91451,2455025.915,0.8240000000000001,9.664,2279.4,0.05,0.0659,3.47,0.14400000000000002,86.39,414.0,6.93,13.08,0.6579999999999999,0.083,0.0,0.0,4469.0,4.625,-0.3,0.635,0.621,23.294,95.929,120.3,1,54
K05179.01,CANDIDATE,,1.049468616,132.26871,2454965.269,0.731,4.848,22.0,0.005,0.04871,0.84,0.023,58.9,2808.0,14709.49,1.415,0.345,0.252,0.0,0.0,7479.0,4.162,-0.22,1.6669999999999998,1.469,4.013999999999999,12.798,22.8,1,1280
K04220.01,FALSE POSITIVE,,0.785473311,131.861548,2454964.8619999997,0.389,1.3911,339.6,0.017,2.12513,1.61,0.015,84.56,1769.0,2325.64,4.1080000000000005,0.49700000000000005,0.204,0.0,0.0,5356.0,4.466,-0.1,0.871,0.81,3.593,14.948,57.0,1,1703
K03309.01,CANDIDATE,,71.05457555,134.734589,2454967.735,0.061,1.9162,4853.2,0.063,101.69593,5.91,0.31,89.99,390.0,5.45,300.5,0.49700000000000005,0.204,0.0,0.0,5290.0,4.46,-0.1,0.865,0.7879999999999999,29.31,100.82799999999999,95.9,1,18
K04406.01,FALSE POSITIVE,,0.519437968,131.78909,2454964.789,1.172,2.129,226.2,0.18600000000000003,0.12955999999999998,20.48,0.013000000000000001,17.3,2402.0,7822.62,1.227,0.319,0.302,0.0,0.0,6181.0,4.4639999999999995,-0.14,1.006,1.074,5.178999999999999,13.164000000000001,25.4,1,2184
K01566.01,FALSE POSITIVE,,1.7271772580000002,355.37032999999997,2455188.37,0.6759999999999999,2.081,347.4,0.018000000000000002,0.742,1.42,0.026000000000000002,82.05,1250.0,576.55,4.89,0.39799999999999996,0.267,0.0,0.0,5394.0,4.622,-0.4,0.72,0.805,6.0520000000000005,13.08,17.1,1,657
K05180.01,FALSE POSITIVE,,2.362348096,131.705479,2454964.705,1.219,3.5979,724.7,0.249,0.02118,89.55,0.037000000000000005,48.57,2104.0,4625.06,1.8419999999999999,0.54,0.175,0.0,0.0,5088.0,3.502,-0.18,3.293,1.2570000000000001,7.226,54.168,103.6,1,567
K03742.01,FALSE POSITIVE,,1.4125240159999999,131.704429,2454964.704,0.846,5.74859,175776.0,0.5379999999999999,0.17956,68.92,0.026000000000000002,71.49,1978.0,3627.17,2.6660000000000004,0.273,0.317,0.0,0.0,6690.0,4.375,-0.22,1.1740000000000002,1.198,211.89,2907.8940000000002,1475.4,1,808
K01789.01,FALSE POSITIVE,,1.4125262019999998,131.70353,2454964.704,1.166,5.49,150.3,0.17600000000000002,0.01678,36.77,0.03,15.47,3001.0,19160.84,1.21,0.265,0.27899999999999997,0.0,0.0,8468.0,4.114,-0.3,1.91,1.7280000000000002,4.0569999999999995,15.811,70.6,1,947
K04161.01,FALSE POSITIVE,,1.2940561000000002,131.861,2454964.861,0.39399999999999996,0.97,51.2,0.006999999999999999,9.70691,5.27,0.031,87.63,4465.0,93976.84,9.51,0.272,0.315,0.0,0.0,6635.0,3.092,-0.5,7.146,2.303,3.2889999999999997,10.527999999999999,6.4,1,1032
K00648.01,FALSE POSITIVE,,10.47490332,171.99906000000001,2455004.999,0.972,33.7939,1170.2,0.044000000000000004,0.00042,15.45,0.109,43.72,1567.0,1427.2,1.3459999999999999,0.29100000000000004,0.312,0.0,0.0,6526.0,3.616,-0.24,3.2319999999999998,1.5730000000000002,24.55,128.58700000000002,150.5,1,101
K06601.01,CANDIDATE,,17.9925973,135.4545,2454968.454,0.6779999999999999,2.762,198.5,0.013999999999999999,3.08292,1.62,0.133,88.96,748.0,73.97,37.5,0.35100000000000003,0.289,0.0,0.0,5931.0,4.351,-0.14,1.087,0.9670000000000001,3.1919999999999997,8.12,8.7,1,57
K06014.01,FALSE POSITIVE,,6.71738328,137.21000780000003,2454970.21,0.159,3.60057,164979.0,0.368,3.05468,37.65,0.066,89.53,883.0,143.87,19.387,0.517,0.191,0.0,0.0,5301.0,4.416,0.07,0.9359999999999999,0.833,2343.89,17334.152,1208.2,1,150
K08101.01,FALSE POSITIVE,,373.8716,186.6688,2455019.669,0.24600000000000002,16.78,382.7,0.018000000000000002,0.64321,2.19,0.9520000000000001,89.92,279.0,1.44,168.1,0.35600000000000004,0.28600000000000003,0.0,0.0,5846.0,4.258,-0.46,1.1159999999999999,0.821,6.372000000000001,7.317,10.3,1,4
K03949.01,FALSE POSITIVE,,0.648774274,131.74545,2454964.745,0.078,2.6430000000000002,231.0,0.013999999999999999,0.35375,1.08,0.013000000000000001,87.76,1659.0,1795.83,1.989,0.54,0.17300000000000001,0.0,0.0,5026.0,4.5569999999999995,-0.3,0.7290000000000001,0.701,3.6260000000000003,19.507,26.1,1,1461
K06602.01,FALSE POSITIVE,,0.648775795,131.7459799,2454964.746,0.961,4.346480000000001,108824.0,0.491,0.24774000000000002,41.58,0.013999999999999999,57.03,1714.0,2038.54,1.766,0.49700000000000005,0.204,0.0,0.0,5143.0,4.559,-0.08,0.7759999999999999,0.7959999999999999,828.385,9970.42,6873.9,1,1595
K07560.01,FALSE POSITIVE,,0.648772102,131.74503,2454964.745,0.368,2.614,31.1,0.005,0.30534,2.6,0.016,78.78,3758.0,47393.05,1.8940000000000001,0.54,0.17800000000000002,0.0,0.0,4973.0,3.208,-0.14,4.708,1.306,3.5810000000000004,8.24,15.0,1,1602
K02337.01,CONFIRMED,Kepler-1195 b,8.49640437,138.73595,2454971.736,0.628,2.2128,834.0,0.027999999999999997,3.5603800000000003,2.14,0.073,88.49,702.0,57.43,23.9,0.54,0.17300000000000001,0.0,0.0,5093.0,4.586,-0.38,0.7090000000000001,0.7070000000000001,4.338,18.845,21.8,1,120
K02191.01,CANDIDATE,,8.84784273,140.15085,2454973.151,0.047,2.0572,460.2,0.019,9.04523,1.15,0.07,89.92,479.0,12.48,33.45,0.47700000000000004,0.258,0.0,0.0,3867.0,4.718,0.1,0.552,0.581,4.121,18.348,21.1,1,120
K02369.01,CONFIRMED,Kepler-1211 b,11.01819178,139.87858,2454972.879,0.883,4.635,545.7,0.025,0.13325,2.64,0.099,84.66,840.0,117.97,9.49,0.35100000000000003,0.289,0.0,0.0,6075.0,4.486000000000001,-0.12,0.9690000000000001,1.048,4.291,18.042,22.0,3,92
K02369.03,CANDIDATE,,7.2274321,134.4726,2454967.473,0.003,4.967,173.3,0.012,0.51788,1.28,0.07400000000000001,89.99,967.0,206.77,11.27,0.35100000000000003,0.289,0.0,0.0,6075.0,4.486000000000001,-0.12,0.9690000000000001,1.048,3.0980000000000003,7.709,9.2,3,131
K02254.01,FALSE POSITIVE,,20.5696575,140.25123,2454973.251,1.298,4.263,401.5,0.316,0.02385,28.96,0.14400000000000002,80.79,650.0,42.09,8.11,0.324,0.298,0.0,0.0,6098.0,4.562,-0.5,0.838,0.938,9.446,21.089000000000002,22.2,1,66
K00609.01,FALSE POSITIVE,,4.3969998519999995,172.023406,2455005.023,0.987,1.875,4576.8,0.10800000000000001,0.73133,13.57,0.052000000000000005,83.76,1231.0,543.48,9.08,0.35100000000000003,0.289,0.0,0.0,5949.0,4.311,-0.08,1.156,0.998,36.018,369.075,63.3,1,300
K02834.01,CONFIRMED,Kepler-1362 b,136.205112,234.72601,2455067.726,0.49,5.568,1209.3,0.032,4.9800699999999996,2.35,0.46299999999999997,89.83,248.0,0.89,169.7,0.619,0.114,0.0,0.0,4648.0,4.631,-0.1,0.675,0.711,7.166,16.005,20.0,1,10
K06603.01,FALSE POSITIVE,,4.132521615,132.892463,2454965.892,0.877,12.4949,156249.0,0.521,0.041280000000000004,93.1,0.052000000000000005,74.77,1628.0,1660.29,3.34,0.292,0.302,0.0,0.0,6567.0,4.045,-0.52,1.636,1.084,546.6669999999999,4181.029,440.0,1,322
K03206.01,CANDIDATE,,15.151640900000002,133.9226,2454966.923,0.17300000000000001,5.105,191.5,0.013000000000000001,0.95496,1.38,0.12,89.56,736.0,69.25,22.63,0.40399999999999997,0.262,0.0,0.0,5780.0,4.438,0.0,1.0,1.0,4.16,10.164,11.4,1,91
K00649.01,CONFIRMED,Kepler-635 b,23.44970494,182.92295,2455015.923,0.193,8.6567,315.6,0.016,0.30321,2.71,0.17600000000000002,89.46,802.0,97.94,20.66,0.344,0.308,0.0,0.0,6188.0,4.196000000000001,0.44,1.524,1.33,8.49,43.833999999999996,67.9,2,60
K00649.02,CANDIDATE,,10.209026800000002,140.6805,2454973.68,0.213,6.263999999999999,36.7,0.006,0.33386,0.92,0.10099999999999999,89.01,1058.0,296.42,12.25,0.344,0.308,0.0,0.0,6188.0,4.196000000000001,0.44,1.524,1.33,2.949,7.39,9.8,2,126
K02915.01,CANDIDATE,,5.06092282,134.47316,2454967.473,0.9440000000000001,2.5860000000000003,71.6,0.01,0.11939000000000001,0.98,0.057,80.02,998.0,234.93,5.45,0.40399999999999997,0.262,0.0,0.0,5637.0,4.492,0.0,0.9109999999999999,0.9390000000000001,3.2689999999999997,13.158,15.7,1,259
K07733.01,FALSE POSITIVE,,1.048130894,132.3528023,2454965.353,0.21600000000000003,5.6707,191.8,0.013000000000000001,0.062479999999999994,4.52,0.025,81.92,3871.0,52952.95,1.537,0.322,0.267,0.0,0.0,7673.0,3.679,-0.36,3.214,1.7990000000000002,4.42,13.511,5.2,1,1282
K01588.01,CONFIRMED,Kepler-901 b,3.517494725,135.546724,2454968.547,0.742,1.5639,532.8,0.023,2.72472,1.42,0.038,86.49,704.0,58.08,12.12,0.622,0.11699999999999999,0.0,0.0,4132.0,4.699,-0.3,0.564,0.578,5.011,42.818000000000005,52.6,1,384
K01814.01,CONFIRMED,Kepler-959 b,14.80075082,132.82179,2454965.8219999997,0.36700000000000005,5.7620000000000005,501.4,0.021,0.5652,17.38,0.163,88.88,1912.0,3158.09,18.71,0.32299999999999995,0.322,0.0,0.0,6327.0,3.092,0.56,7.662999999999999,2.6460000000000004,10.022,63.108000000000004,54.0,1,94
K06606.01,FALSE POSITIVE,,0.938905082,131.8411582,2454964.841,0.54,5.00453,358893.0,0.627,0.31528,205.64,0.024,77.26,4281.0,79148.54,2.449,0.267,0.28,0.0,0.0,8615.0,3.784,-0.22,3.003,2.002,955.049,10690.468,2584.7,1,1434
K06607.01,FALSE POSITIVE,,0.93891532,131.83424,2454964.8340000003,0.069,2.134,39.1,0.006,0.86113,1.13,0.021,88.84,2667.0,11944.88,3.42,0.29600000000000004,0.317,0.0,0.0,6534.0,4.074,0.06,1.797,1.395,4.084,8.921,8.2,1,1427
