KOI Name,NExScI Disposition,Kepler Name,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count,Transit Number
K00889.01,CONFIRMED,Kepler-75 b,8.884922995,169.99168600000002,2455002.992,0.069,2.07004,16053.4,0.114,11.620610000000001,10.51,0.079,89.89,770.0,83.20999999999998,36.466,0.49700000000000005,0.204,0.0,0.0,5332.0,4.5,-0.08,0.843,0.821,61.291000000000004,474.02099999999996,388.2,1,153
K01009.01,FALSE POSITIVE,,5.09246539,357.53594,2455190.536,0.161,3.659,254.0,0.013999999999999999,0.8851,1.17,0.052000000000000005,89.14,844.0,119.7,10.67,0.551,0.165,0.0,0.0,5037.0,4.547,-0.2,0.7509999999999999,0.727,3.648,15.175,17.1,1,225
K07621.01,FALSE POSITIVE,,275.07365,315.2486,2455148.249,0.595,3.37,228.9,0.013999999999999999,33.559940000000005,1.86,0.789,89.93,303.0,2.0,512.0,0.43700000000000006,0.243,0.0,0.0,5604.0,4.226,-0.12,1.187,0.8640000000000001,5.909,8.012,7.5,1,4
K06252.01,FALSE POSITIVE,,8.460438928,133.7744903,2454966.774,1.061,4.73492,76412.9,0.478,0.73874,36.62,0.075,85.68,804.0,98.6,14.087,0.299,0.306,0.0,0.0,5951.0,4.638,-1.06,0.7020000000000001,0.7959999999999999,452.526,3704.5029999999997,1797.4,1,164
K00958.01,CANDIDATE,,21.76129812,166.540438,2454999.54,0.12300000000000001,1.2429999999999999,1300.7,0.032,102.86534,2.53,0.14,89.95,486.0,13.18,137.07,0.627,0.10800000000000001,0.0,0.0,4859.0,4.612,0.0,0.72,0.7809999999999999,19.204,96.205,60.0,1,62
K00984.01,CANDIDATE,,4.28746668,262.06245,2455095.062,0.374,1.5693,790.1,0.026000000000000002,8.16471,2.29,0.05,88.93,942.0,186.31,19.94,0.517,0.191,0.0,0.0,5296.0,4.5760000000000005,0.12,0.815,0.9109999999999999,19.84,116.715,19.4,1,313
K04162.01,FALSE POSITIVE,,0.53936593,131.97457,2454964.975,0.988,5.434,145.0,0.016,0.06737,9.19,0.017,12.57,5016.0,149399.93,1.012,0.314,0.304,0.0,0.0,6341.0,3.301,-0.1,5.3020000000000005,2.05,4.8469999999999995,9.076,57.6,1,1239
K07622.01,FALSE POSITIVE,,36.2671673,155.0813,2454988.081,0.214,2.065,627.1,0.022000000000000002,34.69388,1.5,0.182,89.91,347.0,3.44,134.1,0.644,0.10099999999999999,0.0,0.0,4264.0,4.637,-0.2,0.62,0.607,3.016,7.472,10.0,1,39
K00994.01,CANDIDATE,,4.298920099999999,132.86186999999998,2454965.8619999997,0.972,2.747,237.6,0.02,0.05666,2.12,0.049,75.22,1046.0,283.62,3.81,0.526,0.18600000000000003,0.0,0.0,5300.0,4.385,0.18,0.986,0.861,3.986,15.994000000000002,20.0,1,314
K00998.01,FALSE POSITIVE,,161.78832712,214.03900000000002,2455047.039,0.267,5.31,87750.0,0.273,17.58377,36.14,0.607,89.95,375.0,4.68,289.8,0.373,0.28300000000000003,0.0,0.0,6018.0,4.327,0.18,1.212,1.1420000000000001,341.666,806.993,704.5,1,9
K00992.01,CONFIRMED,Kepler-745 b,9.93146307,136.49128000000002,2454969.491,0.037000000000000005,5.678,398.6,0.018000000000000002,0.48317,2.41,0.091,89.84,931.0,177.83,13.607000000000001,0.419,0.256,0.0,0.0,5782.0,4.28,0.16,1.22,1.035,4.53,22.901,26.2,2,137
K00992.02,CANDIDATE,,4.57834367,132.2982,2454965.298,0.23199999999999998,3.987,140.7,0.011000000000000001,0.5846899999999999,1.44,0.055,88.47,1206.0,499.41,8.652999999999999,0.419,0.256,0.0,0.0,5782.0,4.28,0.16,1.22,1.035,2.983,8.891,11.4,2,275
K00982.01,FALSE POSITIVE,,1.5926331809999998,133.9243804,2454966.924,0.003,5.5605,633.1,0.022000000000000002,0.09265,1.56,0.023,89.93,1053.0,290.51,2.316,0.6659999999999999,0.077,0.0,0.0,4506.0,4.626,-0.2,0.6509999999999999,0.654,4.184,25.793000000000003,66.9,1,846
K03924.01,FALSE POSITIVE,,1.5926341609999999,132.328769,2454965.329,0.877,8.9488,155156.0,0.519,0.06389,100.2,0.028999999999999998,64.63,2255.0,6128.09,2.046,0.293,0.31,0.0,0.0,6574.0,4.061,-0.22,1.768,1.317,532.246,3630.369,1207.6,1,389
K07623.01,FALSE POSITIVE,,2.2227289,131.895,2454964.895,0.254,2.617,279.1,0.015,1.00737,34.14,0.051,87.73,4454.0,93172.12,6.41,0.547,0.17800000000000002,0.0,0.0,4996.0,2.354,0.07,20.848000000000003,3.5839999999999996,4.73,13.497,10.5,1,208
K00362.01,FALSE POSITIVE,,14.022451457,177.5952096,2455010.595,0.18899999999999997,8.08619,20082.9,0.13,0.31051999999999996,14.93,0.114,89.27,810.0,101.92,14.777999999999999,0.35100000000000003,0.289,0.0,0.0,6061.0,4.401,-0.14,1.05,1.012,344.358,2487.494,2707.7,1,100
K04924.01,FALSE POSITIVE,,3.0031801,132.1161,2454965.116,0.98,2.8139999999999996,374.7,0.024,0.038439999999999995,4.7,0.045,68.19,1827.0,2630.88,2.64,0.293,0.31,0.0,0.0,6606.0,4.071000000000001,-0.16,1.768,1.349,4.5360000000000005,12.362,13.9,1,58
K03658.01,FALSE POSITIVE,,2.252417903,132.436339,2454965.4359999998,1.198,1.9767,32296.0,0.456,1.46,27.09,0.027000000000000003,80.57,782.0,88.43000000000002,7.32,0.424,0.289,0.0,0.0,3979.0,4.699,-0.26,0.544,0.539,68.88,898.2410000000001,129.5,1,1007
K04359.01,CANDIDATE,,0.629001455,131.55662,2454964.557,0.365,1.263,14.7,0.004,2.25862,0.81,0.016,84.2,3375.0,30567.67,3.61,0.273,0.318,0.0,0.0,6739.0,3.948,-0.24,2.059,1.375,3.69,10.472000000000001,9.4,1,2127
K03145.01,CANDIDATE,,4.53702121,132.1846,2454965.185,0.706,1.8130000000000002,504.4,0.022000000000000002,2.61043,1.66,0.049,87.14,798.0,95.61,14.16,0.619,0.114,0.0,0.0,4805.0,4.633,-0.06,0.688,0.769,3.656,13.821,15.7,2,286
K03145.02,CANDIDATE,,0.9773114890000001,131.70299,2454964.703,0.01,1.403,250.7,0.013999999999999999,3.17024,1.06,0.018000000000000002,89.9,1331.0,737.36,5.43,0.619,0.114,0.0,0.0,4805.0,4.633,-0.06,0.688,0.769,4.127,12.243,14.8,2,1266
K00993.01,CONFIRMED,Kepler-262 c,21.85362905,144.32031,2454977.32,0.6759999999999999,3.4389999999999996,355.6,0.018000000000000002,2.00195,1.75,0.151,88.95,618.0,34.57,37.0,0.39299999999999996,0.268,0.0,0.0,5830.0,4.54,-0.14,0.8759999999999999,0.97,4.4639999999999995,19.609,23.0,3,60
K00993.02,CONFIRMED,Kepler-262 b,13.0607936,137.63148,2454970.631,0.718,3.215,236.6,0.015,1.22851,1.45,0.107,88.16,734.0,68.66,22.29,0.39299999999999996,0.268,0.0,0.0,5830.0,4.54,-0.14,0.8759999999999999,0.97,4.243,16.737000000000002,19.4,3,101
K00993.03,FALSE POSITIVE,,86.723653,195.3511,2455028.351,0.662,4.852,241.0,0.015,2.9203799999999998,1.43,0.38,89.64,391.0,5.5,105.1,0.39299999999999996,0.268,0.0,0.0,5830.0,4.54,-0.14,0.8759999999999999,0.97,3.949,7.676,9.4,3,16
K04053.01,CANDIDATE,,1.41975831,132.92,2454965.92,0.644,1.429,60.9,0.008,1.9590400000000001,0.85,0.025,83.77,1700.0,1968.38,5.93,0.35100000000000003,0.289,0.0,0.0,5925.0,4.394,-0.14,1.035,0.968,3.571,14.809000000000001,8.1,1,950
K04644.01,CANDIDATE,,3.44928111,133.38221000000001,2454966.3819999998,0.534,1.4240000000000002,237.0,0.013999999999999999,6.484030000000001,1.23,0.043,88.08,966.0,206.55,15.98,0.575,0.15,0.0,0.0,5119.0,4.591,0.14,0.7809999999999999,0.879,3.2060000000000004,10.004,9.7,1,387
K01008.01,FALSE POSITIVE,,569.934135,248.94045,2455081.94,0.919,4.1904,18904.0,0.174,25.414189999999998,38.98,1.317,89.93,296.0,1.81,759.0,0.45299999999999996,0.233,0.0,0.0,5367.0,3.783,-0.46,2.057,0.935,154.567,164.416,66.7,1,3
K07624.01,CANDIDATE,,330.02500200000003,364.8075,2455197.808,0.68,6.659,259.2,0.016,4.04249,5.92,1.107,89.86,478.0,12.36,286.0,0.319,0.308,0.0,0.0,6126.0,3.5780000000000003,0.06,3.466,1.6580000000000001,5.736000000000001,7.468999999999999,12.2,1,4
K04224.01,FALSE POSITIVE,,1.975208831,131.63127,2454964.631,0.5589999999999999,1.5130000000000001,76.3,0.008,2.87132,1.59,0.033,86.18,2064.0,4299.89,8.4,0.293,0.31,0.0,0.0,6401.0,4.029,-0.2,1.744,1.185,3.07,13.105,15.1,1,676
K04212.01,CONFIRMED,Kepler-1569 b,5.79179934,133.35814,2454966.358,0.8959999999999999,3.4739999999999998,118.5,0.012,0.12599000000000002,1.69,0.065,81.51,1222.0,528.14,6.07,0.32,0.305,0.0,0.0,6174.0,4.244,0.02,1.318,1.109,4.083,13.564,17.7,2,233
K04212.02,CANDIDATE,,10.0989634,132.3351,2454965.335,0.529,6.428,57.0,0.006999999999999999,0.20339000000000002,1.03,0.095,87.06,1016.0,251.36,10.31,0.32,0.305,0.0,0.0,6174.0,4.244,0.02,1.318,1.109,2.641,8.891,8.9,2,122
K01007.01,CONFIRMED,Kepler-748 b,7.40742502,355.49652000000003,2455188.497,0.03,3.675,442.0,0.019,1.33381,2.01,0.07400000000000001,89.89,938.0,183.15,15.698,0.35100000000000003,0.289,0.0,0.0,5922.0,4.474,-0.08,0.961,1.002,3.987,19.42,23.1,1,151
K04925.01,FALSE POSITIVE,,2.96384168,134.119473,2454967.119,1.0590000000000002,5.4768,35652.8,0.34600000000000003,0.10239,43.7,0.042,73.0,1406.0,925.63,3.62,0.366,0.284,0.0,0.0,6095.0,4.371,0.14,1.158,1.1540000000000001,229.50400000000002,2278.632,607.5,1,241
K02538.01,CANDIDATE,,39.831253600000004,155.6409,2454988.641,0.24,2.4419999999999997,388.8,0.018000000000000002,22.32456,1.46,0.212,89.89,420.0,7.33,123.3,0.568,0.153,0.0,0.0,5026.0,4.58,0.0,0.759,0.8,4.52,13.026,15.8,1,36
K01002.01,CONFIRMED,Kepler-746 b,3.4815917,132.98828,2454965.988,0.076,1.8069,135.2,0.01,5.1037,1.17,0.043,89.71,1156.0,421.61,14.843,0.469,0.22399999999999998,0.0,0.0,5405.0,4.374,0.21,1.022,0.902,3.261,19.788,23.4,1,387
K04926.01,CANDIDATE,,69.089357,135.4461,2454968.446,0.051,6.207000000000001,475.1,0.019,2.57178,1.47,0.289,89.97,332.0,2.87,86.6,0.602,0.126,0.0,0.0,4848.0,4.581,-0.28,0.698,0.679,3.6710000000000003,7.635,8.6,1,20
K07625.01,FALSE POSITIVE,,6.12601169,134.83637,2454967.836,0.42200000000000004,1.733,40.2,0.006,7.57688,0.83,0.062,89.02,1141.0,400.49,24.7,0.37200000000000005,0.27899999999999997,0.0,0.0,5679.0,4.146,-0.3,1.286,0.8440000000000001,3.522,7.285,7.0,1,218
K04927.01,FALSE POSITIVE,,43.142257,132.3007,2454965.301,1.179,61.73,283.2,0.196,4e-05,37.88,0.265,41.66,706.0,58.68,1.579,0.324,0.305,0.0,0.0,6198.0,4.069,0.14,1.7690000000000001,1.338,3.835,8.607999999999999,30.5,1,34
K01001.01,CONFIRMED,Kepler-264 b,40.8065333,155.71586000000002,2454988.716,0.016,13.135,313.9,0.016,0.15947,3.71,0.264,89.96,772.0,83.75,24.123,0.32799999999999996,0.306,0.0,0.0,6207.0,3.963,0.24,2.097,1.472,8.064,31.338,54.8,2,34
K01001.02,CONFIRMED,Kepler-264 c,140.10765,216.21749,2455049.2169999997,0.019,18.503,266.8,0.015,0.19495,3.42,0.601,89.98,511.0,16.17,58.7,0.32799999999999996,0.306,0.0,0.0,6207.0,3.963,0.24,2.097,1.472,6.421,14.671,29.0,2,9
K02351.01,CANDIDATE,,10.27380957,134.65748,2454967.6569999997,0.125,3.252,352.8,0.017,2.59443,1.68,0.092,89.71,799.0,96.27,24.37,0.40399999999999997,0.262,0.0,0.0,5806.0,4.5280000000000005,-0.04,0.899,0.996,4.465,17.772000000000002,19.2,1,126
K04928.01,CONFIRMED,Kepler-1624 b,3.290304098,131.90944,2454964.909,0.09,1.7215,13552.6,0.105,7.28769,4.91,0.033,89.68,540.0,20.06,16.097,0.456,0.282,0.0,0.0,3386.0,4.81,0.48,0.42700000000000005,0.43,40.06,234.088,220.5,1,85
K02634.01,CONFIRMED,Kepler-1299 b,19.940121100000002,142.34849,2454975.348,0.862,4.283,758.9,0.028999999999999998,0.3806,2.42,0.136,87.53,588.0,28.29,20.0,0.39799999999999996,0.267,0.0,0.0,5623.0,4.596,-0.4,0.763,0.853,4.217,15.501,18.0,1,67
K07626.01,FALSE POSITIVE,,462.12069,307.6255,2455140.626,0.002,10.42,633.7,0.023,3.69085,2.46,1.127,90.0,249.0,0.91,346.7,0.324,0.298,0.0,0.0,6079.0,4.4110000000000005,-0.5,0.9740000000000001,0.892,5.917999999999999,7.7620000000000005,9.9,1,3
K03351.01,FALSE POSITIVE,,77.36241475999998,139.095626,2454972.096,0.995,12.1317,96585.8,0.483,0.4868,41.66,0.336,88.94,362.0,4.08,53.602,0.49700000000000005,0.204,0.0,0.0,5359.0,4.57,-0.12,0.79,0.848,423.94699999999995,1495.851,1246.3,1,18
K02534.01,CONFIRMED,Kepler-1271 b,3.02558494,134.36744,2454967.367,0.8390000000000001,3.0008,128.3,0.012,0.18203,1.62,0.042,79.13,1484.0,1148.47,4.45,0.35100000000000003,0.289,0.0,0.0,6123.0,4.263,-0.06,1.263,1.0659999999999998,3.977,20.524,23.8,2,440
K02534.02,CANDIDATE,,5.42204257,133.46021000000002,2454966.46,0.94,2.952,79.1,0.01,0.09508,1.39,0.062,79.76,1222.0,527.11,5.29,0.35100000000000003,0.289,0.0,0.0,6123.0,4.263,-0.06,1.263,1.0659999999999998,3.9930000000000003,8.699,10.7,2,218
K00147.01,FALSE POSITIVE,,145.56249259999998,146.0588,2454979.059,1.274,5.4126,2931.6,0.336,0.49638999999999994,40.15,0.536,89.11,387.0,5.33,82.2,0.307,0.306,0.0,0.0,6148.0,4.346,-0.3,1.095,0.9690000000000001,31.368000000000002,49.257,58.1,1,9
K08084.01,FALSE POSITIVE,,317.74527,205.9582,2455038.958,0.787,17.54,206.6,0.013999999999999999,0.13063,2.1,0.8390000000000001,89.49,336.0,3.03,88.7,0.308,0.3,0.0,0.0,6050.0,4.08,-0.94,1.3330000000000002,0.779,6.035,7.386,13.6,1,4
K03999.01,FALSE POSITIVE,,3.43525124,132.6333,2454965.633,1.121,4.5089999999999995,152.2,0.134,0.00541,25.43,0.047,41.65,1579.0,1468.73,1.5,0.405,0.264,0.0,0.0,5854.0,4.013999999999999,0.12,1.742,1.143,4.552,10.048,6.3,1,388
K04929.01,FALSE POSITIVE,,18.622214000000003,141.6268,2454974.627,0.792,4.42,5832.0,0.077,0.70849,20.83,0.154,88.07,1101.0,347.32,23.5,0.32,0.305,0.0,0.0,6235.0,3.801,0.02,2.471,1.4069999999999998,17.796,100.061,20.1,1,77
K06257.01,FALSE POSITIVE,,2.32539968,132.12985,2454965.13,1.004,16.791,288.1,0.033,0.00402,9.76,0.042,16.63,2501.0,9234.82,1.047,0.251,0.33799999999999997,0.0,0.0,7046.0,3.8310000000000004,0.1,2.7239999999999998,1.834,4.337,9.873,79.9,1,1005
K06258.01,FALSE POSITIVE,,0.7645977559999999,131.69552,2454964.696,0.345,1.119,16.6,0.004,3.95972,0.72,0.018000000000000002,86.02,2708.0,12721.72,4.965,0.324,0.305,0.0,0.0,6218.0,4.066,0.1,1.726,1.263,4.05,9.048,12.0,1,1750
K02178.01,FALSE POSITIVE,,6.49676881,132.17439,2454965.174,0.643,2.5269999999999997,135.0,0.011000000000000001,1.61822,3.74,0.079,87.6,1761.0,2273.36,15.34,0.29100000000000004,0.313,0.0,0.0,6418.0,3.658,-0.14,3.049,1.541,4.444,20.776999999999997,10.6,1,212
K03585.01,FALSE POSITIVE,,3.564614021,131.86235,2454964.8619999997,0.9890000000000001,3.44204,94342.0,0.47200000000000003,0.98216,46.0,0.043,83.47,1187.0,470.37,8.705,0.324,0.298,0.0,0.0,5891.0,4.45,-0.56,0.892,0.818,295.88599999999997,2650.449,728.8,1,342
K06093.01,FALSE POSITIVE,,20.5736113,149.1939,2454982.194,0.032,11.222000000000001,76.0,0.008,0.1258,3.86,0.182,89.87,1197.0,484.82,14.12,0.46399999999999997,0.233,0.0,0.0,5440.0,3.404,0.3,4.524,1.8940000000000001,3.6189999999999998,9.495,12.3,2,68
K06093.02,CANDIDATE,,27.249752100000002,131.8837,2454964.884,0.19399999999999998,11.609000000000002,102.0,0.009000000000000001,0.14288,4.49,0.21899999999999997,89.37,1090.0,333.56,17.77,0.46399999999999997,0.233,0.0,0.0,5440.0,3.404,0.3,4.524,1.8940000000000001,3.614,9.198,14.6,2,50
K01987.01,FALSE POSITIVE,,7.81153999,136.33101000000002,2454969.331,1.271,5.984,912.8,0.304,0.0099,23.56,0.071,66.38,718.0,62.96,3.17,0.47700000000000004,0.217,0.0,0.0,5150.0,4.628,-0.28,0.71,0.792,6.327999999999999,30.701,41.3,1,173
K07627.01,FALSE POSITIVE,,0.967427812,132.258305,2454965.258,1.248,5.8883,9127.8,0.375,0.06624,29.01,0.018000000000000002,32.82,1419.0,956.61,1.485,0.551,0.165,0.0,0.0,5066.0,4.625,-0.24,0.7090000000000001,0.784,32.455,375.778,323.4,1,1177
K02201.01,FALSE POSITIVE,,116.52143170000001,144.13378,2454977.134,1.26,5.577000000000001,771.5,0.28800000000000003,0.10987999999999999,44.41,0.48200000000000004,88.32,457.0,10.33,42.9,0.353,0.29,0.0,0.0,6056.0,4.178999999999999,0.0,1.411,1.0959999999999999,6.876,19.213,25.0,1,12
K02403.01,CONFIRMED,Kepler-1224 b,13.32354078,134.03671,2454967.037,0.225,3.873,116.6,0.01,1.84695,1.32,0.11699999999999999,89.5,872.0,136.61,25.88,0.373,0.28300000000000003,0.0,0.0,6113.0,4.341,0.22,1.218,1.194,4.498,15.665,16.3,1,102
K02130.01,CANDIDATE,,16.85592593,138.26808,2454971.268,0.038,2.309,871.5,0.027000000000000003,12.46941,1.7,0.10800000000000001,89.96,408.0,6.52,57.21,0.604,0.14300000000000002,0.0,0.0,3967.0,4.6739999999999995,0.06,0.5870000000000001,0.593,4.1339999999999995,17.439,19.5,1,78
K06094.01,FALSE POSITIVE,,2.283466438,132.34883,2454965.349,0.457,7.7999,864260.0,1.166,0.43123999999999996,218.79,0.037000000000000005,84.66,2014.0,3883.24,4.917,0.273,0.318,0.0,0.0,6723.0,4.0889999999999995,-0.24,1.719,1.327,1573.13,6511.655,1103.1,1,0
K06259.01,CANDIDATE,,4.78113942,131.7043,2454964.704,0.11800000000000001,2.733,105.8,0.009000000000000001,1.99568,1.14,0.055,89.49,1130.0,386.46,13.41,0.41,0.26,0.0,0.0,5683.0,4.3260000000000005,0.08,1.115,0.9590000000000001,3.3510000000000004,8.089,9.6,2,277
K06259.02,CANDIDATE,,7.18864064,133.14566000000002,2454966.1459999997,0.424,2.364,133.5,0.011000000000000001,3.5518199999999998,1.3,0.07200000000000001,88.86,987.0,223.87,21.33,0.41,0.26,0.0,0.0,5683.0,4.3260000000000005,0.08,1.115,0.9590000000000001,2.843,7.647,9.3,2,179
K06260.01,FALSE POSITIVE,,4.101595158,132.6324315,2454965.6319999998,0.39399999999999996,6.103619999999999,366585.0,0.579,0.55617,51.08,0.047,87.14,1028.0,264.23,7.9079999999999995,0.42100000000000004,0.252,0.0,0.0,5610.0,4.533,-0.38,0.8079999999999999,0.813,1849.999,24137.737999999998,3809.8,1,658
K01029.01,CANDIDATE,,32.312286699999994,133.86700000000002,2454966.867,0.934,6.569,677.8,0.03,0.07872,4.84,0.20199999999999999,86.72,699.0,56.49,16.32,0.396,0.268,0.0,0.0,5821.0,4.1080000000000005,0.04,1.494,1.043,6.832000000000001,26.899,33.6,1,43
K00999.01,CONFIRMED,Kepler-263 b,16.56806842,146.15285,2454979.153,0.16399999999999998,4.2647,1331.4,0.033,1.9096099999999998,2.54,0.11599999999999999,89.69,548.0,21.27,30.26,0.551,0.165,0.0,0.0,4987.0,4.602,-0.18,0.716,0.7490000000000001,6.665,31.121,41.9,2,83
K00999.02,CONFIRMED,Kepler-263 c,47.3329299,151.41613999999998,2454984.4159999997,0.43,2.708,931.5,0.027999999999999997,16.34623,2.18,0.233,89.8,386.0,5.25,124.6,0.551,0.165,0.0,0.0,4987.0,4.602,-0.18,0.716,0.7490000000000001,4.821000000000001,13.27,14.0,2,30
K04934.01,FALSE POSITIVE,,0.7906069,132.077067,2454965.077,1.198,3.3996,689.2,0.22899999999999998,0.06679,17.97,0.015,23.05,1503.0,1201.17,1.3019999999999998,0.557,0.161,0.0,0.0,4994.0,4.62,-0.1,0.72,0.8029999999999999,3.1630000000000003,10.655999999999999,133.3,1,844
K03735.01,FALSE POSITIVE,,8.096939227,132.646466,2454965.6459999997,0.7859999999999999,2.8833,142891.0,0.442,5.051080000000001,68.48,0.084,88.27,1194.0,481.48,25.97,0.289,0.31,0.0,0.0,6572.0,4.208,-0.28,1.4180000000000001,1.19,70.50399999999999,327.842,177.9,1,76
K01028.01,FALSE POSITIVE,,8.09695764,140.74216,2454973.742,1.165,3.319,283.5,0.182,0.01755,34.0,0.08199999999999999,72.77,1197.0,484.58,3.93,0.353,0.29,0.0,0.0,5949.0,4.024,0.02,1.7069999999999999,1.122,9.831,31.485,35.4,1,165
K06261.01,FALSE POSITIVE,,2.43574046,133.47404,2454966.474,0.997,22.25,6223.0,0.127,0.0043,24.62,0.040999999999999995,25.56,2102.0,4614.94,1.105,0.235,0.33799999999999997,0.0,0.0,7239.0,4.129,0.02,1.781,1.558,4.309,14.6,74.6,1,215
K03670.01,FALSE POSITIVE,,2.64830047,133.03487900000002,2454966.035,0.873,2.6395,12668.0,0.125,0.45328,126.54,0.046,80.89,3042.0,20225.84,5.52,0.614,0.126,0.0,0.0,4839.0,2.761,-0.04,9.277999999999999,1.808,76.39699999999999,480.287,79.8,1,111
K08085.01,CANDIDATE,,419.2615,187.5475,2455020.547,0.5,21.53,287.8,0.016,0.24511999999999998,1.7,1.031,89.78,256.0,1.02,131.6,0.324,0.298,0.0,0.0,5979.0,4.379,-0.58,0.975,0.83,6.178,7.859,10.1,1,4
K07628.01,CANDIDATE,,1.8134378,132.6703,2454965.67,0.418,7.776,97.4,0.009000000000000001,0.03218,0.69,0.026000000000000002,76.37,1158.0,423.67,1.775,0.54,0.17300000000000001,0.0,0.0,5094.0,4.618,-0.32,0.7,0.743,5.932,8.562999999999999,19.1,1,740
K06263.01,CANDIDATE,,8.60965352,134.38828999999998,2454967.3880000003,0.213,2.218,63.2,0.006999999999999999,6.35277,3.33,0.10099999999999999,89.58,1550.0,1365.41,29.2,0.446,0.24100000000000002,0.0,0.0,5418.0,3.447,0.06,4.2330000000000005,1.83,3.073,7.487,9.9,1,153
K00988.01,CONFIRMED,Kepler-261 b,10.38122447,268.02421,2455101.024,0.319,2.715,801.5,0.026000000000000002,4.05514,2.18,0.087,89.36,672.0,48.37,28.48,0.568,0.153,0.0,0.0,5095.0,4.566,0.02,0.78,0.816,12.495999999999999,68.877,41.9,2,130
K00988.02,CONFIRMED,Kepler-261 c,24.5709023,135.87209,2454968.872,0.945,3.5869999999999997,764.2,0.033,0.32656999999999997,2.82,0.155,87.52,505.0,15.33,21.8,0.568,0.153,0.0,0.0,5095.0,4.566,0.02,0.78,0.816,8.849,34.578,26.3,2,50
K07629.01,FALSE POSITIVE,,0.5421226170000001,131.98408,2454964.984,0.10800000000000001,1.2830000000000001,88.3,0.009000000000000001,2.29284,0.94,0.013000000000000001,88.11,2238.0,5914.13,3.29,0.419,0.256,0.0,0.0,5875.0,4.476,0.18,0.998,1.088,5.224,13.561,16.3,1,2464
K07630.01,CANDIDATE,,16.2982201,134.7404,2454967.74,0.698,2.5580000000000003,199.0,0.013999999999999999,3.2693,0.78,0.102,88.88,388.0,5.38,35.8,0.46399999999999997,0.259,0.0,0.0,3905.0,4.736000000000001,-0.2,0.521,0.5379999999999999,3.392,7.426,7.9,1,80
K04709.01,CANDIDATE,,3.70858595,134.47308,2454967.473,0.115,1.94,305.4,0.016,4.41258,1.33,0.044000000000000004,89.55,995.0,231.84,14.75,0.434,0.243,0.0,0.0,5420.0,4.596,-0.2,0.7709999999999999,0.8640000000000001,3.005,9.875,11.3,1,358
K02033.01,CONFIRMED,Kepler-1064 b,16.54081386,133.95273999999998,2454966.953,0.688,2.5996,370.0,0.019,3.36721,1.57,0.11800000000000001,88.92,570.0,24.87,36.5,0.568,0.153,0.0,0.0,5064.0,4.572,0.0,0.769,0.8059999999999999,6.196000000000001,27.846999999999998,32.8,1,80
K04935.01,FALSE POSITIVE,,24.5714867,156.0157,2454989.016,0.978,29.96,506.4,0.028999999999999998,0.00035,3.04,0.16399999999999998,64.05,637.0,39.0,2.24,0.345,0.292,0.0,0.0,5977.0,4.462,-0.22,0.956,0.9670000000000001,3.7880000000000003,9.972000000000001,31.1,1,57
K06264.01,FALSE POSITIVE,,1.40469182,131.552084,2454964.5519999997,0.597,6.2632699999999994,702439.0,1.068,0.46311,217.25,0.027999999999999997,80.56,2263.0,6187.57,3.642,0.32799999999999996,0.306,0.0,0.0,6230.0,4.043,0.22,1.8630000000000002,1.396,1946.652,18140.393,2651.1,1,0
K04936.01,FALSE POSITIVE,,0.6811377959999999,131.57697,2454964.577,0.968,2.7287,105189.0,0.485,0.59875,45.75,0.013999999999999999,66.72,2025.0,3995.23,2.449,0.35600000000000004,0.28600000000000003,0.0,0.0,5872.0,4.474,-0.58,0.8640000000000001,0.8109999999999999,486.82199999999995,6145.996,432.5,1,1043
K02610.01,CANDIDATE,,24.1073172,145.9415,2454978.942,0.693,10.465,104.2,0.01,0.07085,2.74,0.187,86.94,1065.0,304.22,12.96,0.294,0.311,0.0,0.0,6585.0,3.813,-0.08,2.517,1.5019999999999998,4.727,12.200999999999999,23.6,2,58
K02610.02,CANDIDATE,,115.230655,176.644,2455009.644,0.95,17.735,164.4,0.015,0.007990000000000002,4.02,0.531,86.94,632.0,37.8,17.77,0.294,0.311,0.0,0.0,6585.0,3.813,-0.08,2.517,1.5019999999999998,5.814,9.835,21.3,2,13
K06265.01,FALSE POSITIVE,,10.306982793,143.73316409999998,2454976.733,0.564,11.4277,341790.0,0.611,0.20326,81.21,0.09,86.91,960.0,200.8,10.450999999999999,0.335,0.295,0.0,0.0,5912.0,4.225,-0.3,1.217,0.907,2805.1459999999997,12864.678,3691.9,1,0
K00151.01,CANDIDATE,,13.4471791,132.830555,2454965.831,0.963,3.0454,1428.2,0.046,0.27583,5.24,0.111,86.0,848.0,122.34,13.815,0.307,0.306,0.0,0.0,6276.0,4.405,-0.32,1.041,1.001,16.016,101.02799999999999,105.3,1,100
K03549.01,FALSE POSITIVE,,204.0329342,253.53662599999998,2455086.537,0.49,17.5623,411374.0,0.652,1.2468700000000001,57.35,0.654,89.8,272.0,1.29,140.0,0.434,0.243,0.0,0.0,5553.0,4.577,-0.16,0.8059999999999999,0.903,2058.695,2607.341,884.9,1,0
