KOI Name,Minimum,Maximum,Mean,Std,IQR,Skew,Kurtosis,Q1,Q2,Slope,Amplitude,MAD,Residual Bright Faint Ratio,Median,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count
K01068.01,-2.67074990272522,0.6801800131797789,-0.02721502259373665,0.2416494935750961,0.013840000261552632,-7.0129451751708975,50.9205067105596,-0.001509999972768128,0.0,-5.708513673556856e-07,1.6754649877548218,0.007519999984651805,206.4836279039327,0.0,2.897432135,450.75739,2455283.757,0.967,3.1793,1223.7,0.044,0.05526,14.35,0.044,70.55,2170.0,5240.0,2.91,0.327,0.293,0.0,0.0,5970.0,3.619,-0.42,2.994,1.359,9.678,54.69600000000001,73.9,1.0
K03655.01,-82.1754379272461,24.097509384155273,-0.3254461884498596,5.016760349273682,0.0,-8.301411628723145,83.40714372221413,0.0,0.0,-1.09316724565393e-05,53.136474609375,0.0,78.69056563558361,0.0,2.897436854,132.038502,2454965.039,0.642,3.2833,289807.0,0.5920000000000001,2.17358,64.69,0.04,86.27,1277.0,627.4400000000003,9.881,0.404,0.262,0.0,0.0,5780.0,4.438,0.0,1.0,1.0,164.697,1337.829,274.2,1.0
K04037.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K06177.01,-0.3260299861431122,0.14279000461101532,-0.013685748912394049,0.05764513462781906,0.012800000142306093,-3.164501190185547,9.233147769281258,-0.007060000207275151,0.0003999999898951501,-9.085205623899324e-10,0.23440998792648315,0.005910000298172236,34.47171330625337,0.0003999999898951501,0.978362973,132.126,2454965.126,0.267,1.206,37.1,0.006,4.3571,1.04,0.022,87.47,2772.0,13948.03,6.041,0.239,0.334,0.0,0.0,7193.0,4.1560000000000015,-0.12,1.671,1.46,3.117,10.399,15.9,1.0
K00522.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01731.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01731.02,-0.3595699965953827,0.09837000072002412,-0.004062443971633911,0.047968927770853036,0.010569999925792216,-4.475180625915527,20.506283905230188,0.0,0.0,-4.190075286495992e-08,0.2289699912071228,0.0,130.0163538724025,0.0,0.8378981529999999,131.98187,2454964.982,0.071,2.104,268.9,0.014,0.83081,1.26,0.016,88.7,1478.0,1128.57,3.136,0.644,0.099,0.0,0.0,4748.0,4.526,0.3,0.797,0.7759999999999999,8.306000000000001,9.646,13.9,2.0
K01820.01,-2.499269962310791,0.7971400022506714,-0.004525011871010065,0.22613635659217834,0.02347000036388636,-5.8866047859191895,41.07821355419104,-0.0055499998852610605,0.0007600000244565308,1.5912890369283898e-07,1.648205041885376,0.008000000379979609,17.907906186777392,0.0007600000244565308,4.33722007,132.85152,2454965.852,0.053,2.4973,358.5,0.017,2.46739,1.63,0.05,89.77,996.0,231.86,13.488,0.46,0.229,0.0,0.0,5390.0,4.499,0.06,0.8759999999999999,0.883,6.529,50.629,47.9,2.0
K01820.02,-0.9988499879837036,0.31321999430656433,-0.002993127098307013,0.11687997728586196,0.02697999961674213,-4.596199989318848,22.788521243613005,0.0,0.007579999975860119,1.0339385628449674e-07,0.6560350060462952,0.010060000233352184,51.91455285405542,0.007579999975860119,1.653889476,132.18845,2454965.188,0.226,1.7242,124.4,0.01,2.62517,0.97,0.026,88.21,1373.0,838.03,7.24,0.46,0.229,0.0,0.0,5390.0,4.499,0.06,0.8759999999999999,0.883,4.098,23.638,22.3,2.0
K04799.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01150.01,-0.7077699899673462,0.19800999760627747,-0.029565706849098206,0.12835831940174106,0.03830999881029129,-2.7431893348693848,6.529254992534678,-0.011819999665021895,0.0065299998968839645,-6.564707168214222e-08,0.4528899788856506,0.01931999996304512,39.694951512310475,0.0065299998968839645,0.677374687,133.94573,2454966.946,0.132,1.8361,76.7,0.008,0.98421,0.9,0.015,87.38,2099.0,4572.56,2.879,0.41,0.26,0.0,0.0,5718.0,4.395,0.08,1.037,0.974,4.688,29.278,38.7,1.0
K04435.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01130.01,-104.35513305664062,34.413089752197266,-0.7743975520133972,9.271249771118164,0.9624599814414978,-5.6289381980896,36.851290183525826,-0.5220999717712402,-0.08692999929189682,6.119908754232088e-06,69.38410949707031,0.4688799679279328,38.972536368043976,-0.08692999929189682,2.757794163,135.23286299999998,2454968.233,0.8,2.7644,39043.0,0.206,0.83388,20.05,0.038,83.39,1231.0,542.4299999999998,6.947,0.393,0.268,0.0,0.0,5747.0,4.5139999999999985,-0.1,0.8909999999999999,0.948,170.457,2389.9970000000008,349.2,1.0
K01151.01,-1.7927900552749634,0.3524799942970276,-0.01275510247796774,0.1277233064174652,0.0132899999152869,-8.829438209533691,82.39058461762741,-0.010739999823272228,-0.00443999981507659,-7.986310022112043e-10,1.072635054588318,0.006500000599771738,86.63545998290432,-0.00443999981507659,10.43547031,134.82461999999998,2454967.825,0.174,3.4167,210.2,0.013,2.19626,1.22,0.08800000000000001,89.57,759.0,78.34999999999998,23.3,0.434,0.243,0.0,0.0,5528.0,4.499,-0.2,0.853,0.838,5.603,29.555,36.7,5.0
K01151.02,-1.1039899587631226,0.2137800008058548,-0.00975359044969082,0.09376910328865053,0.013204999966546891,-7.638590335845947,60.776999511352386,-0.007129999808967114,-0.002050000010058284,-6.710795301361657e-09,0.6588850021362305,0.0059599997475743285,124.8525164066946,-0.002050000010058284,7.41084314,135.75425,2454968.754,0.064,3.245,124.1,0.01,1.87677,0.94,0.07,89.79,850.0,123.4,17.6,0.434,0.243,0.0,0.0,5528.0,4.499,-0.2,0.853,0.838,4.212,21.517,25.6,5.0
K01151.03,-0.7613499760627747,0.17960000038146973,-0.005909012630581857,0.057231314480304725,0.007760000182315706,-7.084099769592285,52.502253549723704,-0.0035900000948458906,0.0,-6.175686325601861e-09,0.4704749882221222,0.0037799999117851257,175.377043610649,0.0,5.24970432,135.46911,2454968.469,0.248,2.7460000000000004,61.9,0.006999999999999999,1.99583,0.67,0.056,89.01,954.0,195.3,14.27,0.434,0.243,0.0,0.0,5528.0,4.499,-0.2,0.853,0.838,6.597,12.187,13.9,5.0
K01151.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01151.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02193.01,-1.5232900381088257,0.3919700086116791,-0.011646082624793051,0.13264276087284088,0.013780000503174959,-6.947669982910156,50.548189841848895,-0.0015500000445172188,0.005169999785721302,5.7768622398276246e-08,0.9576300382614136,0.006899999920278789,225.0157667107819,0.005169999785721302,2.361724472,133.23932,2454966.239,0.009000000000000001,1.2167,587.0,0.022,11.81578,1.53,0.03,89.97,922.0,170.59,15.16,0.6659999999999999,0.077,0.0,0.0,4478.0,4.615,-0.22,0.6509999999999999,0.637,4.1110000000000015,25.818,34.6,2.0
K04015.01,-1.993250012397766,0.9075599908828736,-0.0005555575480684638,0.0776258111000061,1.9999999494757503e-05,-15.90643310546875,387.8762992637725,-1.9999999494757503e-05,0.0,-1.7842397643429164e-09,1.4504050016403198,9.999999747378752e-06,34.8225545143084,0.0,133.303247,167.76041999999995,2455000.76,0.063,7.342,1017.5,0.028,3.0716900000000003,2.67,0.476,89.97,301.0,1.94,142.4,0.5820000000000001,0.145,0.0,0.0,5064.0,4.474,0.18,0.8640000000000001,0.8109999999999999,7.383999999999999,18.225,20.6,1.0
K07007.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K07008.01,-259.93643188476557,120.60032653808594,-0.7181861400604248,24.623483657836914,1.13748000562191,-4.066999435424806,32.130693102411755,-0.9568800032138824,-0.2341800034046173,1.3274537331283352e-06,190.26837158203125,0.5668799877166748,6.0754858961863185,-0.2341800034046173,7.535894184,137.78123100000002,2454970.781,0.644,8.3059,172126.0,0.42,0.22918,24.64,0.062,85.82,642.0,40.28,8.828,0.362,0.308,0.0,0.0,4969.0,4.7360000000000015,-1.52,0.537,0.574,751.8589999999997,5985.571999999999,1446.7,1.0
K07009.01,-0.0009899999713525176,0.00033000000985339284,-7.105240365490317e-05,0.00018341443501412868,4.9999998736893765e-05,-2.435352325439453,4.796290598608112,-3.9999998989515007e-05,-9.999999747378752e-06,1.509375478947744e-10,0.0006600000197067858,1.9999999494757503e-05,34.51265366866739,-9.999999747378752e-06,0.562498925,131.750623,2454964.751,0.971,0.6743,420.1,0.028,0.79227,2.88,0.013,65.76,2129.0,4880.5,2.37,0.386,0.271,0.0,0.0,5638.0,4.437,-0.16,0.933,0.868,4.303,16.334,44.1,1.0
K05498.01,-260.69454956054693,103.27107238769531,-0.06576664745807648,5.406032085418701,0.0,-26.29943656921387,1151.9929893966494,0.0,0.0,-8.080076054749855e-07,181.9828186035156,0.0,52.8541372357919,0.0,519.80221867,462.625278,2455295.625,0.894,14.9678,77183.1,0.363,1.42609,40.88,1.212,89.81,216.0,0.51,273.1,0.526,0.18600000000000005,0.0,0.0,5310.0,4.356,0.24,1.03,0.879,893.865,1383.504,2502.9,1.0
K07010.01,-191.39791870117188,87.26840209960938,-2.311279773712158,23.911907196044922,5.441890060901642,-3.2324585914611816,12.50535969297761,-1.1466999650001526,0.86940997838974,-2.8011961566298346e-05,139.33316040039062,2.5465900897979736,23.6336555636258,0.86940997838974,0.755049082,132.1942347,2454965.194,1.225,2.09643,26067.9,0.449,0.51549,30.47,0.014,60.59,1551.0,1372.84,2.495,0.389,0.279,0.0,0.0,5242.0,4.64,-1.1,0.622,0.616,325.3590000000001,5735.352,683.7,1.0
K01142.01,-1.2570699453353882,0.3749899864196777,-0.013307714834809305,0.1092751920223236,0.014700000174343588,-6.401669025421143,42.2050266073695,-0.006920000072568655,0.0,5.3808529610656665e-08,0.816029965877533,0.007309999782592058,154.7586385308663,0.0,3.75574267,133.4333,2454966.433,0.127,2.2911,417.4,0.018000000000000002,2.7269,1.58,0.045,89.43,977.0,215.46,12.67,0.509,0.196,0.0,0.0,5311.0,4.588,-0.04,0.7879999999999999,0.884,3.966,24.506,27.9,1.0
K00260.01,-3.4644999504089355,3.2203800678253174,-0.012456407770514488,0.20412923395633692,0.003970000019762665,-5.889352798461914,145.76650010900653,-0.0035500000230968,-4.9999998736893765e-05,2.476548637514945e-07,3.342440128326416,0.0014100000262260435,11.098120524372952,-4.9999998736893765e-05,10.49566303,172.79335,2455005.793,0.16,4.7356,106.1,0.009000000000000001,0.82675,1.34,0.096,89.46,1009.0,244.59,16.89,0.315,0.302,0.0,0.0,6214.0,4.238,-0.16,1.297,1.0590000000000002,11.871,50.377,48.7,3.0
K00260.02,-2.2697999477386475,1.0844600200653076,-0.013264534063637257,0.21989448368549347,0.014170000416925175,-4.918002128601074,38.532575217468384,-0.01455000042915344,-0.005880000069737434,1.8789834114390592e-07,1.6771299839019775,0.005880000069737434,9.58466677999427,-0.005880000069737434,100.2830675,245.04318,2455078.043,0.535,10.8636,351.2,0.018000000000000002,0.42858,2.51,0.431,89.5,475.0,12.07,61.1,0.315,0.302,0.0,0.0,6214.0,4.238,-0.16,1.297,1.0590000000000002,17.653,51.932,81.9,3.0
K00260.03,-2.1068599224090576,1.1332900524139404,-0.006808726582676172,0.1658407300710678,0.006670000060694292,-6.6494178771972665,73.92422212359753,-0.0071000000461936,-0.002529999939724803,8.394178494441582e-08,1.620074987411499,0.002529999939724803,10.035375557265278,-0.002529999939724803,21.86965714,140.29513,2454973.295,0.557,5.5177,125.5,0.011,0.65917,1.51,0.156,88.75,790.0,92.0,25.54,0.315,0.302,0.0,0.0,6214.0,4.238,-0.16,1.297,1.0590000000000002,8.237,37.508,43.5,3.0
K08274.01,-0.8635500073432922,0.4177199900150299,-0.0022883275523781768,0.03013155981898308,0.0,-21.429269790649414,522.0363217880308,0.0,0.0,4.1158520722823815e-08,0.6406350135803223,0.0,250.1156204229789,0.0,449.557346,142.8226,2454975.8230000003,0.69,17.227,1193.1,0.034,0.33773000000000003,55.33,1.597,89.74,721.0,64.05,153.4,0.435,0.241,0.0,0.0,5323.0,2.51,-0.5,15.075,2.6830000000000003,6.4979999999999976,7.944,28.4,1.0
K07011.01,-89.44509887695312,44.44688034057617,-0.0827360674738884,3.801822185516357,0.0,-6.475959777832031,108.01644735121008,0.0,0.0,-2.2583332298544163e-06,66.94599151611328,0.0,44.43194522589922,0.0,1.012694226,132.44896,2454965.449,0.534,3.6017,108504.0,0.316,0.376,42.51,0.02,78.73,2230.0,5846.79,2.732,0.28600000000000003,0.312,0.0,0.0,6487.0,4.292,-0.3,1.233,1.085,196.391,983.479,185.1,1.0
K04593.01,-0.3904100060462952,0.13636000454425812,-0.005707629956305027,0.03455597907304764,0.005379999987781048,-5.112710952758789,27.70547639659809,-0.002199999988079071,0.0002300000051036477,3.436043059926502e-08,0.26338499784469604,0.002689999993890524,114.43755958514562,0.0002300000051036477,0.981399749,132.12493,2454965.125,0.408,0.5051,158.3,0.012,51.21367,1.21,0.019,88.3,1820.0,2602.14,13.76,0.334,0.29600000000000004,0.0,0.0,6038.0,4.524,-0.28,0.898,0.982,4.035,11.55,16.2,1.0
K07012.01,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,54.585000886463405,0.0,10.303356001000001,137.1682892,2454970.168,0.364,5.9863300000000015,520067.0,0.7090000000000001,1.89122,69.66,0.085,89.05,787.0,90.76,21.976,0.421,0.252,0.0,0.0,5497.0,4.423,-0.28,0.9,0.782,3090.871,14178.571000000002,2039.1,1.0
K07879.01,-0.2251400053501129,0.08058000355958939,-0.00841941311955452,0.01852394826710224,0.009970000013709068,-2.5037331581115723,8.021885261348164,-0.009970000013709068,-0.003310000058263541,-1.4615707258449245e-08,0.15286000072956085,0.003310000058263541,8.818216986148746,-0.003310000058263541,128.208643,230.1943,2455063.194,0.8109999999999999,2.745,212.2,0.015,11.87792,6.15,0.601,89.79,792.0,93.05,217.7,0.244,0.327,0.0,0.0,7128.0,3.52,-0.5,3.811,1.754,6.4170000000000025,8.972999999999997,8.9,1.0
K03631.01,-104.46118927001952,20.46946907043457,-0.6893497109413147,7.192663192749023,0.025635000318288803,-7.334554672241211,62.13014560243038,-0.025635000318288803,0.0,-3.064119882033301e-05,62.46532821655274,0.0,57.925097355666026,0.0,2.682767439,131.570648,2454964.571,0.509,4.58143,394412.0,0.647,0.935,70.67,0.038,85.88,1310.0,695.41,7.085,0.404,0.262,0.0,0.0,5780.0,4.438,0.0,1.0,1.0,213.282,1816.933,508.4,1.0
K01147.01,-0.9245399832725524,0.28161001205444336,-0.00865320395678282,0.10683007538318634,0.019355000200448558,-4.545589923858644,20.588095922570453,-0.0003399999986868352,0.0059000002220273035,7.351957783635055e-08,0.6030750274658203,0.008510000072419643,95.99664986027935,0.0059000002220273035,2.6827683,134.25535,2454967.255,0.769,2.957,79.8,0.009000000000000001,0.25688,1.19,0.038,80.39,1551.0,1366.57,4.61,0.307,0.306,0.0,0.0,6180.0,4.262,-0.28,1.223,0.997,3.955,22.63300000000001,26.7,1.0
K07013.01,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,54.585000886463405,0.0,2.214029545,133.16920459999997,2454966.169,0.371,5.64264,349110.0,0.565,0.39041,94.23,0.036000000000000004,85.44,1894.0,3041.8,4.66,0.294,0.311,0.0,0.0,6604.0,4.178,-0.12,1.526,1.283,4137.682,42297.773,2680.5,1.0
K03301.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03732.01,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,54.585000886463405,0.0,1.135930136,132.396556,2454965.397,1.2819999999999998,4.5036,27247.4,0.5,0.12179,52.05,0.021,50.72,1836.0,2683.57,2.025,0.307,0.306,0.0,0.0,6247.0,4.489,-0.34,0.954,1.022,141.123,2119.897,551.7,1.0
K01144.01,-0.7658600211143494,0.16046999394893646,-0.01781080663204193,0.0932701975107193,0.01119999960064888,-4.682431697845459,21.339121328745872,-0.005229999776929617,0.0,6.164623156808278e-08,0.4631650149822235,0.00559999980032444,197.03462369562448,0.0,2.44199803,134.57095,2454967.571,0.856,2.759,251.7,0.017,0.17723,1.44,0.034,77.07,1282.0,638.05,3.82,0.324,0.298,0.0,0.0,5970.0,4.564,-0.66,0.7959999999999999,0.847,4.728,21.773000000000003,27.2,1.0
K07014.01,-979.4583740234376,474.61474609375,-0.40966153144836426,64.02680206298828,0.18501000106334686,-4.646298885345459,46.33560279312472,-0.18501000106334686,0.0,1.633538688927064e-06,727.0365600585938,0.0,8.390976233773651,0.0,2.441988077,132.1323834,2454965.132,0.888,3.94526,95343.5,0.402,0.45778,90.39,0.037000000000000005,80.26,1993.0,3721.74,5.245,0.335,0.295,0.0,0.0,6078.0,3.874,-0.26,2.059,1.156,2110.914,16412.3,1174.5,1.0
K07015.01,-0.3497799932956696,0.055220000445842736,-0.0055077350698411465,0.03743911162018776,0.0008800000068731606,-5.809159755706787,33.36509549913503,0.0,0.0,1.7188209229958184e-08,0.20250000059604645,0.0,328.6456126835528,0.0,2.44200193,132.1295,2454965.129,0.124,3.1460000000000004,128.6,0.01,0.67657,0.95,0.035,88.81,1217.0,518.48,5.97,0.453,0.233,0.0,0.0,5587.0,4.556,0.0,0.851,0.952,3.4730000000000003,8.639,9.6,1.0
K08155.01,-1.1709100008010864,0.7593200206756592,-0.0008482491248287258,0.03187209367752075,0.0,-20.82191276550293,828.5779433931173,0.0,0.0,-2.34678540055941e-09,0.9651150107383728,0.0,46.30197898065079,0.0,320.56794551,279.6247569,2455112.625,0.331,15.3614,898.9,0.027000000000000003,0.6863100000000001,2.43,0.885,89.88,234.0,0.71,155.06,0.442,0.24,0.0,0.0,5546.0,4.575,-0.14,0.81,0.907,4.85,7.195,7.5,1.0
K04436.01,-0.5236300230026245,0.2311599999666214,-0.004754113499075174,0.06193078309297561,0.012439999729394913,-4.302774429321288,19.468186503866104,0.0,0.005210000090301037,-2.996234386989355e-08,0.3773950040340424,0.0055400002747774115,79.93265333052244,0.005210000090301037,0.973160836,132.25412,2454965.254,0.034,0.8640000000000001,138.3,0.011,13.205570000000002,1.22,0.02,89.78,1932.0,3303.84,8.71,0.366,0.284,0.0,0.0,6108.0,4.466,0.07,1.03,1.132,3.361,10.903,9.8,1.0
K03761.01,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,54.585000886463405,0.0,164.950399,280.9154,2455113.915,0.7240000000000001,30.86,24493.0,0.155,0.03449,11.23,0.509,88.87,252.0,0.95,36.74,0.517,0.191,0.0,0.0,5001.0,4.603,-0.58,0.664,0.645,85.552,119.721,65.7,1.0
K07880.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K07016.01,-1.2130299806594849,0.31564000248909,-0.0009539296152070164,0.03481363877654076,0.0,-27.59094429016113,862.3129190768042,0.0,0.0,-1.919048147554827e-08,0.7643349766731262,0.0,235.3131134146836,0.0,384.847556,314.97,2455147.97,0.059,9.969,189.9,0.012,3.38283,1.09,0.994,89.99,220.0,0.56,298.1,0.434,0.243,0.0,0.0,5579.0,4.58,-0.22,0.7979999999999999,0.892,4.063,7.602,12.3,1.0
K07017.01,-264.86874389648443,65.80348205566406,-0.45057666301727295,16.248605728149414,0.5316999983042479,-9.333897590637207,104.24874500122075,-0.4801599979400635,-0.16322000324726105,-1.7272431622407819e-06,165.33612060546875,0.2782999873161316,24.097227048155517,-0.16322000324726105,12.823275455,136.1765764,2454969.177,0.93,5.32062,121991.0,0.491,1.14044,44.29,0.104,87.52,743.0,72.0,21.482,0.324,0.298,0.0,0.0,5973.0,4.562,-0.46,0.826,0.907,559.071,3967.155,2541.7,1.0
K01143.01,-1.9377000331878664,0.33496999740600586,-0.009194302372634407,0.13228000700473785,0.0160699998959899,-8.928021430969238,85.17866336975013,-0.0068199997767806044,-0.001230000052601099,-2.10580507072591e-08,1.136335015296936,0.006930000148713589,116.28813343968046,-0.001230000052601099,7.44042933,134.76331000000002,2454967.7630000003,0.968,2.991,547.3,0.029,0.10244,2.74,0.07400000000000001,81.69,883.0,144.12,6.69,0.393,0.268,0.0,0.0,5815.0,4.54,-0.12,0.877,0.973,8.618,30.966,34.0,1.0
K01145.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K07018.01,-1102.6832275390623,327.3039245605469,-2.145792961120605,65.07605743408203,1.1216649804264307,-10.9890775680542,150.93301146807275,-1.0724049806594849,-0.24084000289440155,-4.70589809646574e-05,714.9935913085938,0.4959799647331238,40.141284683489005,-0.24084000289440155,37.183276326,158.645758,2454991.646,0.003,14.0996,221205.0,0.431,0.3284,55.0,0.206,89.99,594.0,29.41,28.846,0.382,0.274,0.0,0.0,5657.0,4.23,-0.22,1.168,0.846,4421.962,16099.348,2648.4,1.0
K07019.01,-661.68115234375,292.8353271484375,-1.7512569427490234,55.26894760131836,3.13887506723404,-5.212335109710693,40.15197557165219,-2.5450000762939453,-0.6518800258636475,2.985006829018176e-05,477.25823974609375,1.5938000679016107,8.127921975800486,-0.6518800258636475,5.0653297230000005,134.98191630000002,2454967.982,0.725,4.9039199999999985,155614.0,0.43,0.68877,60.35,0.058,85.75,1315.0,705.6,9.776,0.31,0.304,0.0,0.0,6350.0,4.2330000000000005,-0.34,1.286,1.03,1389.556,13901.998,5497.0,1.0
K04846.01,-0.4812299907207489,0.11029999703168868,-0.0025042577181011447,0.03170812129974365,0.0015500000154133884,-10.628303527832033,119.78628314989605,-0.0018200000049546359,-0.0009800000116229057,1.1910363145095935e-08,0.2957649827003479,0.0007800000021234156,136.05640409845728,-0.0009800000116229057,19.254536,148.0172,2454981.017,0.8059999999999999,4.754,186.0,0.014,0.35202,1.32,0.139,87.57,625.0,36.02,19.04,0.404,0.262,0.0,0.0,5668.0,4.545,-0.02,0.868,0.963,3.151,7.337999999999999,9.2,2.0
K04846.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02293.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K00175.01,-2.0169000625610347,0.4505400061607361,-0.01537336502224207,0.17855343222618106,0.01686999958474189,-7.340576171875,58.4116445559389,-0.015239999629557131,-0.007759999949485063,-1.609192120754223e-08,1.233720064163208,0.008070001378655434,36.93050169966367,-0.007759999949485063,6.71425632,134.31646,2454967.316,0.965,3.339,283.5,0.02,0.05846000000000001,5.76,0.077,79.27,1565.0,1416.6,5.18,0.342,0.293,0.0,0.0,6093.0,3.737,-0.12,2.623,1.372,8.794,41.45,46.5,1.0
K03767.01,-21.396360397338867,4.361830234527588,-0.03670885041356087,0.8439734578132629,0.023849999532103545,-12.634284019470215,200.63595831456738,-0.023849999532103545,0.0,-1.7714007899060691e-06,12.879095077514648,0.0,36.5167211578377,0.0,6.714247798,134.31703000000002,2454967.317,0.557,3.3304,32213.0,0.16899999999999998,1.6702400000000002,14.78,0.063,87.98,809.0,100.94,15.85,0.49,0.207,0.0,0.0,5159.0,4.508,-0.16,0.8,0.752,38.751,218.033,145.9,1.0
K04393.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02680.01,-10.697580337524414,3.778709888458252,-0.002144875004887581,0.41264453530311584,0.002509999940230045,-12.258668899536133,217.61525086402781,-0.002529999939724803,-0.0010699999984353779,-1.1017230261603063e-08,7.238144874572754,0.0010699999984353779,12.392351319814153,-0.0010699999984353779,14.4079035,142.02803,2454975.028,1.226,2.524,3058.0,0.294,0.54091,23.4,0.108,86.12,624.0,35.81,18.11,0.398,0.267,0.0,0.0,5440.0,4.617,-0.4,0.728,0.8140000000000001,15.61,99.981,7.7,1.0
K08275.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04390.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01132.01,-25.915809631347656,11.040120124816896,-0.2852444350719452,3.994058847427368,1.5674549937248232,-2.584637403488159,7.59941650593146,-0.2284950017929077,0.20636999607086184,2.586370976052475e-06,18.47796440124512,0.6513999700546265,14.046053007380314,0.20636999607086184,1.914158508,134.644919,2454967.645,0.942,3.2917,7829.2,0.112,0.11413,13.63,0.032,70.39,1646.0,1730.47,2.807,0.324,0.303,0.0,0.0,6289.0,4.407,0.02,1.118,1.164,59.409,1057.681,124.6,2.0
K07020.01,-270.787109375,108.72598266601562,-2.1103811264038086,33.62891387939453,8.212615013122559,-2.971090078353882,10.435879706340124,0.0,4.032820224761963,-1.100304702026539e-05,189.7565460205078,4.032820224761963,28.27901083627271,4.032820224761963,0.957079167,131.7737065,2454964.774,1.135,3.85011,48673.6,0.454,0.2009,72.76,0.019,57.88,2441.0,8421.62,2.135,0.31,0.304,0.0,0.0,6367.0,4.133,-0.34,1.4680000000000002,1.0659999999999998,1031.751,9399.854,3062.6,1.0
K03318.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03318.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04567.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04567.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01137.01,-172.3011474609375,17.58732032775879,-0.01833840273320675,2.0252318382263184,0.0,-59.17814254760742,3877.138584436596,0.0,0.0,5.652747045812701e-08,94.9442367553711,0.0,235.37550053464724,0.0,302.38867822,309.18675,2455142.187,1.134,3.1229,41320.0,0.435,57.09988000000001,40.73,0.8340000000000001,89.9,238.0,0.76,651.1,0.509,0.196,0.0,0.0,5328.0,4.499,0.0,0.857,0.845,253.621,420.697,294.8,1.0
K00573.01,-2.8101699352264404,0.38207000494003296,-0.03464372828602792,0.2601311504840851,0.032649999484419816,-6.8958587646484375,48.30779747208882,-0.019419999793171886,-0.0033499998971819878,-1.5586781813260796e-08,1.596119999885559,0.016300000250339508,357.3925439572731,-0.0033499998971819878,5.996533443,172.50558,2455005.506,0.51,3.3129,711.4,0.025,0.98292,2.96,0.064,87.63,1025.0,260.49,12.32,0.46,0.229,0.0,0.0,5622.0,4.346,0.14,1.089,0.958,7.018,58.034,70.5,2.0
K00573.02,-1.0121500492095947,0.2609100043773651,-0.0181910376995802,0.10960843414068222,0.015440000221133232,-5.098161697387695,26.133250845932945,-0.0063599999994039536,0.0008399999933317304,4.08625815393413e-08,0.6365300416946411,0.007690000347793101,177.67068048233818,0.0008399999933317304,2.06190864,133.19888,2454966.199,0.537,1.9743,214.0,0.014,1.46184,1.63,0.031,85.54,1463.0,1082.28,6.9,0.46,0.229,0.0,0.0,5622.0,4.346,0.14,1.089,0.958,4.084,23.648000000000003,27.9,2.0
