registered_on,CO,PM10,PM25,NO,NOX,WD,RH,TEMP,WS,UVA,UVB,O3
2003-12-26,0.3103448751486293,0.07591623036649214,0.0898876404494382,0.07823575741664479,0.16617692832601072,0.7238623577841005,0.7588853333333333,0.4878219710455605,0.15667448577803156,0.034914479274841516,0.041573278905080564,0.31137724550898205
2003-12-27,0.3103448751486293,0.10078534031413612,0.08239700374531836,0.03728012601732738,0.05873268606864517,0.7035314753061871,0.7022186666666667,0.4706426866242182,0.1401409251477467,0.03454561319731718,0.04064307772248437,0.31137724550898205
2003-12-28,0.3793103876337664,0.14659685863874344,0.18352059925093636,0.08059858230506696,0.1209850235242006,0.6651336073124553,0.6788853333333332,0.6158646044529728,0.15216147329408236,0.03428458530514953,0.03951395355307738,0.5269461077844312
2003-12-29,0.3793103876337664,0.12827225130890052,0.2209737827715356,0.10396429509057498,0.15749841376255524,0.6709157225264548,0.54,0.5587127529203659,0.15961877002790809,0.03059774310211175,0.03309043679552987,0.6047904191616766
2003-12-30,0.3448276313911979,0.14659685863874344,0.12734082397003746,0.09031241795746917,0.11200632100657244,0.6390614005567965,0.6822186666666666,0.6049364209074592,0.15008540264060058,0.0322591307539796,0.037116975505423526,0.5209580838323353
2003-12-31,0.4137931438763349,0.13219895287958114,0.17228464419475656,0.08453662378577055,0.1284672756222241,0.6280240530554112,0.6988853333333332,0.5646490501549659,0.16656023325580738,0.032761108038033664,0.036696060502625166,0.5808383233532934
2004-01-01,0.551724168846609,0.09554973821989528,0.09363295880149812,0.10947755316356,0.1601920245178437,0.6588008144590274,0.7155520000000001,0.6264854796820485,0.16118466789980831,0.03314189972577772,0.03774695873431918,0.5269461077844312
2004-01-02,0.3103448751486293,0.0942408376963351,0.09737827715355804,0.08348647939091626,0.10392548874070703,0.6957676004391826,0.7055520000000001,0.6886329651879644,0.1810304598623864,0.0331987488882107,0.039315599078133284,0.4910179640718562
2004-01-03,0.24137832818080496,0.06151832460732985,0.05617977528089888,0.08689944867419272,0.11978786318851685,0.6176971476937826,0.6411106666666666,0.6605254972211085,0.1660118505848979,0.0334219885436953,0.03918546225763527,0.4790419161676647
2004-01-04,0.24137832818080496,0.07984293193717279,0.0749063670411985,0.09110002625360987,0.12517508469909375,0.6511661108901604,0.6288853333333333,0.6330438888743148,0.1712331612024992,0.03323445712971063,0.03886356465180063,0.4491017964071857
2004-01-05,0.24137832818080496,0.09293193717277487,0.07116104868913857,0.09556313993174063,0.10781625983167926,0.74407426669794,0.7600000000000001,0.6221119576664058,0.16099008050045333,0.03234839959028103,0.03786647524447697,0.502994011976048
2004-01-06,0.3448276313911979,0.11387434554973823,0.11985018726591762,0.07849829351535838,0.16677640636410435,0.6334526468218763,0.6222186666666666,0.6099320548807683,0.1517156912519237,0.0331594557346012,0.0389712012871785,0.5149700598802396
2004-01-07,0.3448276313911979,0.1112565445026178,0.09363295880149812,0.1016014702021528,0.13924171864337792,0.6893226325110562,0.724444,0.5940681999602748,0.17227473448195565,0.03227443408966783,0.037953236813877085,0.4790419161676647
2004-01-08,0.2758621189060608,0.22905759162303665,0.1348314606741573,0.10921501706484643,0.15420622283942492,0.6352916381979925,0.8222186666666665,0.554342978567119,0.1901626234117511,0.032264425033105275,0.038468181321557667,0.44311377245508987
2004-01-09,0.3793103876337664,0.1256544502617801,0.1310861423220974,0.09950118141244424,0.17814853168284833,0.6820074579428452,0.8411106666666667,0.6236747328853629,0.16265716382001816,0.02522078078130884,0.030494654333878424,0.6227544910179641
2004-01-10,0.2758621189060608,0.18455497382198954,0.09737827715355804,0.08033604620635339,0.11859070285283307,0.6365357617537384,0.6477773333333333,0.6739571192468701,0.16638687357274567,0.03173776440614324,0.038946815876998685,0.5568862275449102
2004-01-11,0.24137832818080496,0.12827225130890052,0.0749063670411985,0.08427408768705699,0.11769283260107027,0.6315320735732521,0.6133333333333334,0.6767641183811599,0.17030126445722465,0.03105644823023332,0.03722912082380705,0.5568862275449102
2004-01-12,0.3103448751486293,0.13612565445026178,0.12734082397003746,0.08138619060120768,0.13355520704888008,0.6546605344292501,0.6233333333333334,0.6214860980463437,0.15122745377717847,0.029935342002268637,0.03509205854447476,0.5389221556886228
2004-01-13,0.3103448751486293,0.16099476439790575,0.12734082397003746,0.08532423208191127,0.11918928302067497,0.6361754418168284,0.7800000000000001,0.648345594435471,0.16307110428773688,0.031135997459039094,0.03781301614889968,0.6167664670658684
2004-01-14,0.3793103876337664,0.14267015706806285,0.1348314606741573,0.0937253872407456,0.16079060468568554,0.6580835738298951,0.7922186666666667,0.5293573133757821,0.16552290551960958,0.017163388214897633,0.013170526335700192,0.4011976047904192
2004-01-15,0.4482759001189034,0.17539267015706805,0.1348314606741573,0.09004988185875559,0.16288563527313216,0.6898325192142308,0.8622186666666666,0.5302942289746773,0.1601473401636105,0.02908623587561308,0.032567472492057915,0.38323353293413176
2004-01-16,0.4137931438763349,0.10078534031413612,0.10486891385767792,0.08689944867419272,0.1275694053704613,0.6581243647661491,0.9166666666666666,0.4059992579628457,0.16029805694929275,0.030276942063916436,0.033733518205625354,0.3592814371257485
2004-01-17,0.3448276313911979,0.10471204188481677,0.11610486891385767,0.10133893410343923,0.12038644335635874,0.9972160186006674,0.9388853333333332,0.5924417144805929,0.1841268760790314,0.030107627397730843,0.036255993749638345,0.4311377245508982
2004-01-18,0.3103448751486293,0.0680628272251309,0.07865168539325842,0.0918876345497506,0.12337934419556812,0.8249830887576782,0.8333333333333334,0.6286703668586722,0.1650056568325969,0.030083194726365833,0.035030104502621694,0.38323353293413176
2004-01-19,0.2758621189060608,0.08638743455497383,0.0898876404494382,0.08322394329220269,0.10482335899246988,0.6640118565654713,0.6900000000000001,0.6564667788466947,0.15391559025044954,0.030045484030583363,0.03730310152104522,0.467065868263473
2004-01-20,0.2758621189060608,0.13089005235602094,0.12359550561797752,0.08742452087161985,0.10841483999952116,0.6488546245024357,0.8544439999999999,0.6036884493297308,0.15386605891243196,0.02984555676204795,0.036282881461648805,0.4550898203592815
2004-01-21,0.17241316052323027,0.12041884816753926,0.12359550561797752,0.4783407718561303,0.5762052411679497,0.6295775078777497,0.7933333333333333,0.5933823777418836,0.17712668283605404,0.03335375841167737,0.03962697286087635,0.4910179640718562
2004-01-22,0.20689660642092367,0.12696335078534032,0.1348314606741573,0.5360987135731163,0.6600064646658128,0.6648242760458627,0.8633333333333334,0.5446590189369382,0.15881211680876384,0.033299379458615934,0.03975701487025039,0.4251497005988024
2004-02-11,0.034482825208081026,0.11256544502617802,0.1348314606741573,0.08584930427933841,0.17036788737115566,0.6604154556857469,0.93,0.5134297481945638,0.18304001700481595,0.03231551924012128,0.03380330270181678,0.4550898203592815
2004-02-12,0.17241316052323027,0.12303664921465968,0.14232209737827714,0.6991336308742452,0.8048628652835474,0.7158843305017627,0.8911106666666667,0.6302331420776293,0.16893986025228294,0.031669892603632024,0.035035374986995424,0.6886227544910181
2004-02-13,0.034482825208081026,0.11649214659685865,0.14232209737827714,0.09425045943817276,0.1407381690629826,0.6590421608318634,0.7466666666666667,0.6346029164308764,0.15975462741218502,0.031143783339500537,0.034819332549711035,0.6646706586826348
2004-02-14,0.06896558145064954,0.12958115183246074,0.149812734082397,0.09110002625360987,0.1224814739438053,0.6723434052953434,0.7611106666666666,0.6180532392919917,0.1650771234774509,0.0310434569195556,0.034962134056034856,0.5688622754491018
2004-02-15,0.0,0.09293193717277487,0.2621722846441948,0.08847466526647414,0.1170942524332284,0.6388438488967753,0.694444,0.5281093417980536,0.18338532118985312,0.03167118836031115,0.035825601116383214,0.39520958083832336
2004-02-16,0.06896558145064954,0.14921465968586387,0.2621722846441948,0.08978734576004199,0.10781625983167926,0.6430215206181188,0.9466666666666668,0.4690049581573494,0.14550799941722845,0.029476064887023857,0.030671639006129774,0.4131736526946108
2004-02-18,0.06896558145064954,0.1793193717277487,0.15730337078651685,0.08794959306904701,0.12367863427948908,0.6841489820961784,0.15555466666666667,0.632418029254253,0.13965905598788944,0.029637525591935568,0.0309408148656724,0.4970059880239521
2004-02-19,0.06896558145064954,0.17539267015706805,0.14606741573033707,0.10028878970858494,0.17336078821036505,0.6399044132393784,0.5022213333333334,0.7289203359404572,0.18292255697465987,0.0,6.832355660894789e-05,0.6407185628742516
2004-02-25,0.20689660642092367,0.17015706806282724,0.15355805243445694,0.1144657390391179,0.2149621098753756,0.7355183678186709,0.95,0.4640842774319519,0.15694195500332675,0.02770571096559236,0.02706782808831177,0.4011976047904192
2004-02-26,0.1034483376932181,0.18848167539267016,0.1310861423220974,0.12391703859280652,0.17365918042403422,0.6138560011965343,0.93,0.4978132389921787,0.13458633938434106,0.027106890260154604,0.027320291271804638,0.3532934131736527
2004-02-27,0.034482825208081026,0.0942408376963351,0.0898876404494382,0.10186400630086638,0.1296644359579079,0.6291594007811466,0.8655520000000001,0.4725202654844042,0.14774893866725464,0.025831771487409737,0.026098506979355247,0.5089820359281437
2004-02-28,0.034482825208081026,0.0693717277486911,0.06741573033707865,0.10947755316356,0.13924171864337792,0.6692942828103596,0.8388853333333334,0.5440369069792719,0.1424045072951524,0.025658010531490017,0.02588513807774871,0.5269461077844312
2004-02-29,0.034482825208081026,0.12303664921465968,0.06741573033707865,0.09110002625360987,0.11499922184578185,0.646563533582838,0.7866666666666667,0.5683967125505467,0.15765662145186685,0.026765606369889082,0.027423100159968745,0.4850299401197605
2004-03-01,0.06896558145064954,0.1099476439790576,0.06367041198501873,0.06615909687582043,0.14013958889514078,0.5919104774919014,0.8144440000000001,0.3148036412287836,0.15729787304651058,0.023183834109086768,0.020729684608392186,0.22754491017964076
2004-03-02,0.1034483376932181,0.11256544502617802,0.09737827715355804,0.2578096613284327,0.3535334187307707,0.7306914403619518,0.5333333333333333,0.5187401858091016,0.13822689272863686,0.025868511704523003,0.026400478528590808,0.2694610778443114
2004-03-03,0.3103448751486293,0.13219895287958114,0.11985018726591762,0.17878708322394332,0.2646442638062516,0.6687130119687407,0.5922186666666667,0.7704556782706788,0.1849837682267364,0.027801856139505005,0.030048995553668262,0.6766467065868264
2004-03-04,0.2758621189060608,0.19633507853403145,0.16104868913857678,0.2063533735888685,0.2781123175826939,0.6518085681361603,0.82,0.6186753512496581,0.14339371887441876,0.028129616848299947,0.029661050984081106,0.4850299401197605
2004-03-05,0.3103448751486293,0.18455497382198954,0.25842696629213485,0.13546862693620376,0.1649803665704948,0.672115655901259,0.8988853333333334,0.4134908350916116,0.14778078024169455,0.02766604676146514,0.02705876810156341,0.31736526946107785
2004-03-06,0.1034483376932181,0.08246073298429321,0.10112359550561796,0.10238907849829354,0.14373106990219206,0.6551364286855463,0.9077773333333332,0.4653359966720759,0.1430668120435024,0.027938729448214013,0.026710363985891116,0.29341317365269465
2004-03-07,0.06896558145064954,0.09031413612565443,0.17228464419475656,0.2754003675505382,0.3693957931785805,0.6583249202027311,0.7355519999999999,0.6055585328651254,0.12488881099103225,0.02656732334008152,0.026322790384452385,0.5568862275449102
2004-03-08,0.4482759001189034,0.12172774869109948,0.11610486891385767,0.23917038592806514,0.35263554847900785,0.7066519819296154,0.5822186666666667,0.5886940520850121,0.1528089186410271,0.02673446669083269,0.027047758382370838,0.4550898203592815
2004-03-09,0.4482759001189034,0.1518324607329843,0.1947565543071161,0.17668653189813602,0.2709284576983396,0.6679345849352276,0.7400000000000001,0.5574647813426377,0.12478196481902275,0.02599922138484984,0.02613488655712664,0.5508982035928144
2004-03-10,0.3793103876337664,0.15706806282722513,0.1797752808988764,0.11472827513783145,0.1916165854592906,0.6552791969624351,0.7966666666666667,0.5999370392717545,0.1379169680707551,0.024599281909078025,0.02483985388177781,0.8023952095808384
2004-03-11,0.24137832818080496,0.193717277486911,0.31086142322097376,0.2562352323444474,0.3164214483245741,0.7742425633024345,0.9830293333333334,0.37070752118366185,0.1320255692088296,0.022781135471755625,0.02169820687385084,0.3592814371257485
2004-03-12,0.4482759001189034,0.14790575916230367,0.20224719101123595,0.14203202940404308,0.18503310148328167,0.6701202992695025,0.905552,0.4875071674043316,0.15999662337792828,0.025210258053936202,0.02554206175902688,0.6227544910179641
2004-03-13,0.13793109393578662,0.14790575916230367,0.1947565543071161,0.10081386190601208,0.16587853611234155,0.6552180105580543,0.94,0.4006888203483077,0.15540789870586644,0.02718437658933778,0.0258902341017416,0.407185628742515
2004-03-14,0.1034483376932181,0.10732984293193716,0.16479400749063672,0.14360724599632452,0.2191521710502688,0.7422998609708925,0.94,0.4978132389921787,0.13711243762324016,0.02663009064015129,0.02698010033121451,0.5568862275449102
2004-03-15,0.24137832818080496,0.1662303664921466,0.1760299625468165,0.08191126279863482,0.14762184099316422,0.6364541798812305,0.7500000000000001,0.6149276888540773,0.14019823998173853,0.026698629217316416,0.028757927586559224,0.5988023952095809
2004-03-16,0.13793109393578662,0.16361256544502614,0.12734082397003746,0.107639800472565,0.15869557409823898,0.6933915284023889,0.6366666666666667,0.5893199117050739,0.15219189968743604,0.026716201849596808,0.028432293054276518,0.5508982035928144
2004-03-17,0.13793109393578662,0.11256544502617802,0.11610486891385767,0.10711472827513784,0.1901201350396859,0.6556667108568477,0.675552,0.5896347153463029,0.12484918592061812,0.026279534379067077,0.02736590700461636,0.44311377245508987
2004-03-18,0.17241316052323027,0.11649214659685865,0.11235955056179776,0.12470464688894725,0.20239162706061226,0.6398330291009339,0.7433333333333333,0.6383505788264572,0.13761694968047689,0.02551083821194074,0.027552573573788087,0.6706586826347306
2004-03-19,0.24137832818080496,0.1897905759162304,0.14606741573033707,0.07876082961407195,0.15869557409823898,0.6400777747184576,0.5722186666666667,0.6455348476387854,0.14061925635488834,0.024959540714450817,0.02791546404711763,0.7185628742514971
2004-03-20,0.17241316052323027,0.2840314136125655,0.18352059925093636,0.08663691257547915,0.1548048030072668,0.7024539147401451,0.6011106666666666,0.6292962264787341,0.1246107279075904,0.023892725730086644,0.025227947065798298,0.7604790419161677
2004-03-21,0.13793109393578662,0.1387434554973822,0.18726591760299627,0.1475452874770281,0.2637460942644049,0.6478892390110921,0.6533333333333333,0.5490325409525809,0.13779313972571106,0.023321590249240264,0.02243205642782684,0.6407185628742516
2004-03-22,0.4137931438763349,0.1924083769633508,0.1947565543071161,0.1585718036229982,0.25835917204391184,0.7069987048877739,0.7088853333333333,0.5999370392717545,0.13583806705510088,0.02326758641766357,0.022949159634396248,0.5508982035928144
2004-03-23,0.3103448751486293,0.1505235602094241,0.20224719101123595,0.14623260698346024,0.27781302749877296,0.6351216759636011,0.7288853333333333,0.6133686612975158,0.15366298042655965,0.0225881020311568,0.022667527845634472,0.6407185628742516
2004-03-24,0.3448276313911979,0.1976439790575916,0.1760299625468165,0.08768705697033344,0.3047491350516575,0.5965572449801655,0.7055520000000001,0.6611513568411707,0.11844973704874034,0.022605974469099004,0.022488474396971544,0.7604790419161677
2004-03-25,0.3448276313911979,0.15706806282722513,0.14606741573033707,0.10868994486741927,0.3128299673175229,0.6515366285611338,0.5566666666666666,0.6274223952809437,0.15472224346959382,0.02232771366928933,0.02276466543089935,0.5688622754491018
2004-03-26,0.6551724375743146,0.16361256544502614,0.2359550561797753,0.09398792333945917,0.15689983359471338,0.6445647777063939,0.5988853333333333,0.5927565181218217,0.12678090810330567,0.02163157951649788,0.020976648542292583,0.5209580838323353
2004-03-27,0.2758621189060608,0.16361256544502614,0.14606741573033707,0.1341559464426359,0.1937125139169889,0.9179898226614048,0.6422186666666666,0.6599033852634422,0.1468892161573772,0.02063810048745965,0.020551437610928442,0.6586826347305389
2004-03-28,0.2758621189060608,0.1086387434554974,0.10861423220973784,0.11079023365712788,0.14373106990219206,0.8785143941016308,0.96,0.2329809281460689,0.09823246005103002,0.013140805117851791,0.011691684913810198,0.14371257485029942
2004-03-29,0.17241316052323027,0.17408376963350786,0.12734082397003746,0.12181674980309795,0.21196920903616626,0.6947614240115848,0.9357573333333332,0.415990525909464,0.15436207988315134,0.021778135072286587,0.02083493562630829,0.3293413173652695
2004-03-30,0.3103448751486293,0.25130890052356025,0.11985018726591762,0.12050406930953007,0.15540338317510866,0.8577790015058656,0.87,0.2351658153226925,0.1112047174778473,0.01080690592002052,0.0083182735727021,0.017964071856287418
2004-11-03,0.20689660642092367,0.14790575916230367,0.1348314606741573,0.0391178787083224,0.09734110689444636,0.7962356764326967,0.9222186666666666,0.28638511728309474,0.1409985248859948,0.02227248062185896,0.01981255238213309,0.2574850299401198
2004-11-04,0.17241316052323027,0.07591623036649214,0.07116104868913857,0.10055132580729853,0.15779770384647618,0.9239622955779232,0.7022186666666667,0.1636491738278249,0.10621549655838576,0.03358861122196405,0.032536919816536614,0.251497005988024
2004-11-05,0.24137832818080496,0.1086387434554974,0.13857677902621726,0.0538199002362825,0.13624881780416853,0.6502041246435044,0.6111106666666666,0.4203640479251068,0.14207335492097736,0.030405086396841464,0.02942514424982185,0.3353293413173653
2004-11-06,0.2758621189060608,0.0942408376963351,0.17228464419475656,0.09346285114203204,0.153906932755504,0.7021581804523036,0.3577773333333334,0.5896347153463029,0.18111041759375773,0.03149526184695858,0.03378581581846909,0.4550898203592815
2004-11-07,0.20689660642092367,0.12172774869109948,0.16104868913857678,0.0979259648201628,0.1509140319162946,0.728842251251772,0.5611106666666666,0.4809487582120652,0.15621384433446758,0.02492684884676116,0.02424661918818223,0.4311377245508982
2004-11-08,0.24137832818080496,0.1112565445026178,0.10112359550561796,0.05408243633499606,0.12996372604182882,0.6865998375161041,0.925552,0.17749303871710026,0.11828628363328215,0.01896561054492349,0.018459209770211583,0.18562874251497008
2004-11-09,0.20689660642092367,0.10732984293193716,0.1348314606741573,0.0921501706484642,0.1482204211610061,0.9478045978183648,0.895552,0.36977060558476654,0.1563489941282014,0.02900338658355867,0.02796938226449635,0.3592814371257485
2004-11-10,0.2758621189060608,0.09031413612565443,0.12734082397003746,0.4906799684956682,0.6181058529168812,0.8494372550419299,0.8377773333333333,0.490006858222184,0.14830015170033656,0.030880154394342264,0.031861008887207595,0.4131736526946108
2004-11-11,0.4137931438763349,0.17146596858638746,0.18352059925093636,0.5337358886846941,0.4834253151524585,0.983370894987134,0.7611106666666666,0.2692058328617525,0.10095809882308587,0.009787919563643091,0.009641788393599285,0.04191616766467066
2004-11-12,0.3448276313911979,0.0680628272251309,0.10486891385767792,0.07981097400892624,0.1161963821814656,0.7070292980899645,0.9788853333333332,0.1077452938729468,0.07546927227921353,0.007624008275631648,0.005243860143450807,0.04790419161676646
2004-11-13,0.3103448751486293,0.031413612565445025,0.02621722846441948,0.14885796797059594,0.1691698291652201,0.8189834218836577,0.998996,0.06277334512597771,0.18012828191992242,0.018696996046164576,0.01718598430697551,0.07185628742514971
2004-11-14,0.3793103876337664,0.04319371727748692,0.06367041198501873,0.07849829351535838,0.1347523673845638,0.7190932174870746,0.97,0.26764680530519097,0.13959678802009587,0.030215861347083508,0.03504777217514509,0.38323353293413176
2004-11-15,0.17241316052323027,0.07591623036649214,0.08239700374531836,0.07692307692307693,0.17695196992733242,0.7108262544062711,0.875552,0.3076193724164553,0.14779563964309986,0.030012817992141637,0.03476270102384192,0.29940119760479045
2004-11-16,0.20689660642092367,0.12303664921465968,0.12359550561797752,0.09950118141244424,0.17276220804252318,0.9936944011040748,0.875552,0.4871961114254985,0.13493376634100754,0.02745544459555573,0.032406813514447165,0.5269461077844312
2004-11-17,0.24137832818080496,0.11649214659685865,0.1797752808988764,0.0921501706484642,0.2068809783194264,0.6404007029638016,0.7477773333333332,0.5911937429028644,0.1499283175400304,0.031762850116707035,0.036321023875358655,0.6227544910179641
2004-11-18,0.3103448751486293,0.11387434554973823,0.15355805243445694,0.13914413231819378,0.17785013946917916,0.642657801436521,0.7933333333333333,0.4996908178523646,0.15835996645171718,0.033295401044980126,0.0373201116756833,0.5568862275449102
2004-11-19,0.17241316052323027,0.10340314136125656,0.20973782771535585,0.10895248096613286,0.1482204211610061,0.8334574057644392,0.9133333333333334,0.56870776852938,0.1531153053461933,0.032825232059829866,0.03609937246859311,0.7125748502994013
2004-11-20,0.13793109393578662,0.09293193717277487,0.16853932584269662,0.13336833814649515,0.1691698291652201,0.6414680657957803,0.8588853333333334,0.6043105612873971,0.14736825495506198,0.03139993917862724,0.03461815672113268,0.6347305389221557
2004-11-21,0.17241316052323027,0.06282722513089006,0.0898876404494382,0.11052769755841432,0.1443296500700339,0.6749064357899676,0.8555520000000001,0.4725202654844042,0.1527395747678024,0.033510838295271225,0.037129185579528885,0.4251497005988024
2004-11-22,0.17241316052323027,0.10078534031413612,0.1310861423220974,0.07508532423208192,0.13954100872729885,0.687361268326178,0.9533333333333336,0.4700205746665518,0.1600440319443166,0.02607847400767881,0.02697544495080357,0.38323353293413176
2004-11-23,0.17241316052323027,0.09031413612565443,0.18726591760299627,0.11262798634812288,0.1709661682489136,0.7601288993585628,0.9433333333333336,0.22454868775601214,0.13107810547160664,0.02950325484294352,0.029853874632857713,0.23952095808383236
2004-11-24,0.17241316052323027,0.0942408376963351,0.11235955056179776,0.06878445786295617,0.1272701152865403,0.8513748245139929,0.8533333333333334,0.24359805571274926,0.17070883661005545,0.030832222497387162,0.02896002924385155,0.17964071856287428
2004-11-25,0.17241316052323027,0.1099476439790576,0.10112359550561796,0.054344972433709636,0.1263722450347775,0.7684570488437471,0.88,0.3182402476455311,0.17377270366171738,0.03178733566647738,0.030996472217592736,0.3293413173652695
2004-11-26,0.20689660642092367,0.09031413612565443,0.10486891385767792,0.10685219217642426,0.14373106990219206,0.8630172375698121,0.9277773333333332,0.3741441276004093,0.1515918629068796,0.03187229389652313,0.031887732641138415,0.4191616766467066
2004-11-27,0.24137832818080496,0.11387434554973823,0.17228464419475656,0.1144657390391179,0.16677640636410435,0.6555103456012077,0.8322186666666666,0.6061843924851875,0.1322010516635206,0.031212415963880233,0.03530943626217351,0.7365269461077845
2004-11-28,0.13793109393578662,0.08769633507853403,0.1348314606741573,0.059333158309267525,0.1368473979720104,0.7051665120010335,0.8022186666666667,0.6093061952607064,0.14708168078510284,0.030913004222583824,0.03461740238007215,0.5808383233532934
2004-11-29,0.20689660642092367,0.13612565445026178,0.1348314606741573,0.0742977159359412,0.16946971782930892,0.843682333785433,0.8066666666666668,0.6236747328853629,0.15038188307816322,0.0318451508016516,0.03559386007167949,0.5688622754491018
2004-11-30,0.20689660642092367,0.12172774869109948,0.13857677902621726,0.1055395116828564,0.1272701152865403,0.6546639336739378,0.7433333333333333,0.5790138401172271,0.15510717272504512,0.03206360072745276,0.035262914417554435,0.4491017964071857
2004-12-01,0.13793109393578662,0.10209424083769633,0.09737827715355804,0.11997899711210293,0.1946094862985,0.7741711791639899,0.7622186666666667,0.5409113565413575,0.15952819843839014,0.03114051142577605,0.03396150371222483,0.407185628742515
2004-12-02,0.24137832818080496,0.14397905759162305,0.13857677902621726,0.10685219217642426,0.16348421544097402,0.7754458959219263,0.6722186666666666,0.42411171032068745,0.17593156240874294,0.028499920536689736,0.03059941177863175,0.31137724550898205
2004-12-03,0.17241316052323027,0.08638743455497383,0.05992509363295881,0.1270674717773694,0.1482204211610061,0.7132431173793186,0.83,0.43972821952307256,0.15937960442433727,0.031865249453292874,0.03284358085007138,0.3293413173652695
2004-12-04,0.20689660642092367,0.08638743455497383,0.10861423220973784,0.107639800472565,0.15151261208413647,0.6090052790270003,0.9066666666666666,0.5302942289746773,0.13701408253774802,0.030816806299254595,0.03309438723172301,0.4011976047904192
2004-12-05,0.17241316052323027,0.10209424083769633,0.13857677902621726,0.0753478603307955,0.1377452682237732,0.6496262530465732,0.7655519999999999,0.544347962958105,0.1244401985867011,0.003989372970335642,0.0018477540122792476,0.44311377245508987
2004-12-06,0.20689660642092367,0.1099476439790576,0.11985018726591762,0.0635337358886847,0.13415378721672194,0.9747844029056746,0.6311106666666666,0.5284203977768869,0.13136892518482446,0.027046994234657437,0.02854207666758678,0.4730538922155689
2004-12-07,0.20689660642092367,0.11518324607329845,0.11235955056179776,0.12890522446836442,0.14762184099316422,0.9709364579190506,0.59,0.6139907732551821,0.15472861178448186,0.032537423539618256,0.035611295652978985,0.6167664670658684
2004-12-08,0.13793109393578662,0.07853403141361258,0.10112359550561796,0.08427408768705699,0.14492823023787574,0.6749778199284121,0.6911106666666665,0.5905678832828025,0.1414634118728174,0.033321483074027464,0.034534418242105985,0.4790419161676647
2004-12-09,0.17241316052323027,0.2054973821989529,0.15730337078651685,0.10422683118928854,0.14911829141276894,0.6389968149077276,0.7844439999999999,0.6133686612975158,0.17267593831989844,0.032748276885075533,0.03614927211084088,0.5748502994011977
2004-12-10,0.20689660642092367,0.12696335078534032,0.15355805243445694,0.11866631661853505,0.16647681699009953,0.9401970882070008,0.7622186666666667,0.6046216172662304,0.1566235392589277,0.030744862210753218,0.03404345701016802,0.5508982035928144
2004-12-11,0.17241316052323027,0.14790575916230367,0.16104868913857678,0.11394066684169075,0.15360764267158306,0.6571895724769958,0.7700000000000001,0.5546540345459521,0.13317894179409726,0.030895695288024837,0.033596748868566194,0.44311377245508987
